V19,V24,V25,V26,V3,V4,V5,V6,V7,V8,V9
0.3273,1.2787,0.0526,-0.063,180920,180939,160,55,32,19189,112
0.76,1.1461,-0.2632,-0.1129,240466,240480,146,25,18,16579,105
0.5833,1.2787,-0.0952,-0.2094,260406,260425,235,36,23,23782,87
1.0,1.0792,0.0,-0.0983,2150440,2150452,106,12,13,12235,107
0.7778,1.1461,0.5,-0.1078,336968,336982,54,9,14,6167,106
0.875,0.8451,-0.5,-0.0088,9496251,9496258,56,16,8,7105,118
0.5747,1.6435,-0.12,-0.1394,9649727,9649771,1182,87,71,130201,96
0.9,0.9542,0.0,-0.0905,1338444,1338453,66,10,9,7683,101
0.0782,2.5752,0.9362,-0.1511,1689276,1689652,4758,307,377,517021,42
0.6923,1.2041,0.4375,-0.0894,1779008,1779024,84,13,16,9791,104
0.9091,0.9031,-0.2,-0.1646,1802452,1802460,67,11,8,7164,92
0.9,0.8451,-0.2222,-0.0453,1971777,1971784,35,10,8,4277,117
0.7143,1.0,0.0,-0.2874,403757,403767,53,14,11,4834,79
0.65,1.1139,0.0,-0.2332,428222,428235,59,20,15,5791,87
0.5454,1.2305,0.2941,-0.2759,508236,508253,74,22,18,6859,80
0.8421,0.8451,-0.5625,-0.3158,581539,581546,74,19,12,6481,79
0.7857,1.0,-0.0909,-0.305,828904,828914,68,14,10,6049,77
0.75,1.1761,0.4,-0.2513,902188,902203,73,12,16,6996,80
0.7059,0.9542,-0.25,-0.2232,938565,938574,62,17,10,6165,87
0.8182,0.9031,-0.1111,-0.2435,945549,945557,52,11,8,5035,81
0.6,1.0414,-0.3889,-0.2167,960191,960202,61,30,17,6116,86
0.72,1.0,-0.4444,-0.246,975066,975076,96,25,16,9265,86
0.9286,0.9031,-0.3846,-0.1181,1314894,1314902,61,14,10,6886,102
0.8,1.3424,0.0909,-0.0332,1953869,1953891,240,25,22,29699,107
0.7222,1.3617,0.4348,-0.2855,1191636,1191659,220,18,24,20121,52
1.0,0.6021,-0.7143,0.0076,142256,142260,34,14,5,4385,121
0.4737,1.3802,0.625,-0.1147,74495,74519,148,19,24,16771,101
0.6274,1.1139,-0.5938,0.0359,2017425,2017438,103,51,20,13657,124
0.5385,1.1139,0.4615,-0.1048,1465420,1465433,55,13,13,6302,107
0.4359,1.5911,0.5641,-0.1603,1969029,1969068,365,39,40,39229,91
0.5333,1.2553,0.5556,-0.0978,2426501,2426519,109,15,18,12587,103
0.7778,1.1139,0.4615,-0.4,766963,766976,36,9,13,2765,64
0.4,1.1461,0.5714,-0.0971,745366,745380,68,15,14,7859,106
0.5833,1.2553,0.6111,-0.2192,9228,9246,85,12,18,8495,88
0.5625,1.301,0.55,-0.1053,640704,640724,126,16,20,14429,103
0.2963,1.4314,0.7037,-0.0891,1207379,1207406,101,27,27,11776,104
0.1067,2.0969,0.936,-0.1893,3971234,3971359,583,75,125,60497,89
0.9167,1.1139,0.1539,-0.6017,113753,113766,92,12,13,4690,29
0.875,1.0792,-0.1429,-0.5754,128172,128184,131,16,13,7119,33
0.5789,1.301,0.45,-0.594,141291,141311,135,19,20,7015,36
0.4375,1.3979,0.72,0.3354,53568,53593,83,16,27,14187,161
1.0,0.699,-0.5454,-0.0701,12799,12804,39,11,7,4642,110
1.0,0.6021,-0.5556,0.5518,18324,18328,32,9,4,6356,191
0.9167,0.8451,-0.3636,0.5552,23012,23019,42,12,10,8361,190
0.5789,1.2553,0.3889,0.4573,31146,31164,119,19,19,22198,179
0.875,0.9542,0.2222,0.3954,48235,48244,36,8,9,6430,172
0.5,1.2305,0.6471,0.2202,55671,55688,64,12,17,9996,147
0.5833,1.0792,0.4167,0.4245,81220,81232,42,12,15,7658,175
0.8182,1.0414,0.1818,0.4545,86285,86296,57,11,12,10612,179
0.7778,1.0414,0.3636,0.3654,106169,106180,34,9,12,5942,167
0.6364,0.9031,0.125,0.402,108596,108604,39,11,8,6999,172
0.6842,1.301,-0.2308,0.3283,120090,120110,301,38,46,51176,160
0.5294,1.301,0.55,0.2407,80480,80500,105,17,21,16675,151
0.6191,1.2305,0.2353,0.4275,7003,7020,126,21,29,23023,173
0.9412,1.0,-0.375,0.3643,15755,15765,102,17,10,17813,162
0.3137,1.4914,0.4839,0.1522,21104,21135,225,51,57,33183,133
0.9091,0.9542,-0.7,0.5591,33416,33425,130,33,36,25944,192
0.3333,1.4624,0.6897,0.2896,68259,68288,121,27,32,19974,151
0.3889,1.4314,0.7407,0.3426,90910,90937,116,18,28,19935,162
1.0,1.2041,0.375,0.2894,104337,104353,101,10,17,16669,153
0.48,1.3424,0.4545,0.2175,127346,127368,155,25,28,24156,145
0.5556,1.3979,0.6,0.3157,172773,172798,137,18,26,23072,161
0.5,1.5798,0.7105,0.133,183293,183331,227,22,38,32920,135
0.5,1.5563,0.75,0.1076,189105,189141,145,18,39,20557,132
0.5,1.415,0.7308,0.1774,195003,195029,111,14,27,16728,144
0.4211,1.3617,0.6522,0.1279,199985,200008,117,19,24,16891,135
0.45,1.301,0.55,0.1903,208092,208112,108,20,22,16455,145
0.7576,1.0,-0.6,0.2394,219220,219230,116,33,32,18402,150
1.0,1.0792,0.5,-0.528,1248097,1248109,53,6,12,3202,40
1.0,0.301,-0.95,0.0091,1292098,1292100,60,40,4,7750,102
0.5833,1.2787,0.6316,-0.5454,1318359,1318378,98,12,19,5702,40
0.9643,0.4771,-0.8889,-0.1264,1359864,1359867,63,28,7,7045,80
1.0,0.4771,-0.8571,-0.152,1399301,1399304,52,21,4,5644,56
1.0,0.4771,-0.9286,-0.0796,1791800,1791803,92,42,15,10838,72
0.6087,1.2553,0.2222,-0.4148,1891620,1891638,86,23,18,6442,28
0.7857,1.0792,0.0833,-0.5301,2058260,2058272,95,14,12,5714,24
0.7857,1.0792,0.0833,-0.5455,2086458,2086470,81,14,12,4712,14
1.0,0.4771,-0.8636,-0.0626,2133912,2133915,54,22,3,6479,87
1.0,0.4771,-0.991,-0.0626,2191536,2191539,795,333,62,95390,77
1.0,0.4771,-0.8636,-0.0828,2262960,2262963,52,22,8,6105,80
1.0,0.4771,-0.9063,0.012,2310852,2310855,68,32,11,8808,95
1.0,0.4771,-0.8636,-0.0351,2339660,2339663,51,22,5,6299,99
1.0,0.301,-0.95,0.0042,2412964,2412966,65,40,3,8355,85
1.0,0.4771,-0.9118,0.0002,2555025,2555028,86,34,7,11010,52
0.7273,1.0792,0.3333,-0.3286,2729960,2729972,55,11,12,4727,80
1.0,0.4771,-0.9559,-0.024,2794140,2794143,173,68,11,21612,65
0.7692,1.0,0.0,-0.1835,2860158,2860168,76,13,10,7943,79
0.8333,0.9542,-0.1,-0.1148,3041016,3041025,56,12,9,6345,102
1.0,0.4771,-0.8965,0.0261,3212692,3212695,58,29,10,7618,100
1.0,0.4771,-0.9063,-0.0304,4025621,4025624,53,32,7,6578,84
1.0,0.4771,-0.9286,-0.0359,4104160,4104163,59,42,8,7281,97
1.0,0.4771,-0.9063,0.1288,80993,80996,64,32,7,9247,92
1.0,0.301,-0.9474,0.0848,103914,103916,54,38,2,7498,101
0.4355,1.2553,-0.3333,0.0688,949856,949874,209,62,37,28592,121
0.5385,1.2305,-0.1905,-0.1108,1037445,1037462,156,39,24,17756,101
0.9474,0.699,-0.7222,0.0631,1067022,1067027,55,19,6,7484,122
0.7188,1.0,-0.5652,-0.0377,1094338,1094348,74,32,12,9115,110
0.9167,0.9031,-0.2727,-0.0513,1146871,1146879,51,12,9,6193,107
0.9444,0.7782,-0.6471,-0.0535,4345277,4345283,77,18,11,9329,112
0.7692,0.9542,-0.55,-0.0039,5281659,5281668,83,26,13,10583,115
0.7143,1.2305,0.4118,-0.3765,456531,456548,91,14,17,7263,64
0.5714,1.0,0.2,-0.467,570234,570244,35,14,10,2388,51
0.3913,1.5185,0.7273,-0.5076,663138,663171,167,23,33,10526,35
0.275,1.4771,0.6333,-0.4856,702237,702267,194,40,33,12773,35
0.8461,0.6021,-0.6364,0.013,311416,311420,35,13,7,4538,118
0.6286,1.2787,-0.1364,0.0036,751892,751911,133,35,20,17085,112
0.597,1.6628,-0.425,-0.0493,1506506,1506552,1973,134,80,240091,105
0.8947,0.9031,-0.5294,-0.0148,1477978,1477986,69,19,12,8701,113
0.6944,1.0414,-0.56,-0.0689,2071735,2071746,143,36,25,17042,109
0.5152,1.2041,-0.0588,0.0229,2128940,2128956,126,33,22,16498,116
0.8235,1.1139,-0.5357,0.0102,2240409,2240422,207,34,23,26766,114
0.7193,1.5911,-0.0488,-0.1354,2084580,2084619,860,57,44,95173,91
0.3418,1.3979,-0.0741,-0.0884,2375780,2375805,339,79,40,39556,104
1.0,0.6021,-0.7895,0.0243,664879,664883,55,19,6,7211,114
0.5165,1.2787,-0.5957,-0.0049,684296,684315,381,91,47,48528,111
0.9412,0.7782,-0.625,-0.0128,693632,693638,53,17,8,6697,110
0.5517,0.9542,-0.4375,-0.0508,712437,712446,67,29,12,8140,102
0.9546,0.8451,-0.6667,0.0212,787015,787022,76,22,10,9934,109
0.8929,0.699,-0.8,-0.0104,883635,883640,73,28,14,9247,111
0.5238,1.2305,-0.2273,-0.0087,895625,895642,102,42,22,12942,114
0.8,0.699,-0.375,0.0306,303204,303209,24,10,5,3166,124
0.65,0.9542,-0.3077,-0.0224,157035,157044,60,20,14,7508,117
0.7273,0.9542,-0.625,0.0334,203252,203261,95,33,22,12566,124
0.7,1.1139,-0.0714,0.0094,238753,238766,63,20,14,8140,118
0.32,1.2553,0.1111,0.0049,260092,260110,137,50,27,17621,120
0.7391,1.0792,-0.2941,0.0305,283416,283428,60,23,18,7914,124
0.551,1.1139,-0.5185,0.0325,373848,373861,149,49,29,19691,122
0.2959,1.4624,0.0,0.0368,402237,402266,268,98,55,35565,125
0.8333,1.0,-0.6,-0.0129,473262,473272,94,30,18,11877,117
0.7727,0.9542,-0.4706,0.0023,516427,516436,67,22,16,8596,120
0.6522,0.9542,-0.4,0.0337,531684,531693,54,23,16,7145,125
0.75,1.1139,-0.381,-0.0263,566837,566850,83,28,20,10345,115
0.5556,1.0792,-0.2,0.0362,260124,260136,75,27,17,9948,125
0.6154,1.2787,-0.2083,-0.0195,1133715,1133734,318,39,32,39911,116
0.5263,1.2787,-0.05,-0.1132,1488866,1488885,204,38,22,23155,105
0.5,1.1761,-0.5454,0.0106,1538494,1538509,209,66,46,27037,118
0.5082,1.3424,-0.2903,-0.0251,1563477,1563499,329,61,37,41053,115
0.6047,1.3802,-0.0769,-0.1148,2867489,2867513,281,43,28,31838,104
0.4762,1.2553,-0.1,-0.0929,2985008,2985026,170,42,20,19738,107
0.4615,1.4624,0.1724,-0.0558,3063739,3063768,277,52,42,33476,113
0.3913,1.3617,0.2174,-0.0701,3411415,3411438,201,46,28,23925,112
0.3846,1.2553,0.4444,0.0015,173208,173226,68,26,18,8717,120
0.4167,1.3424,0.5454,0.0289,252936,252958,97,24,23,12775,123
0.9318,1.3979,-0.3902,-0.2622,33298,33323,452,44,26,42686,65
0.4894,1.2305,-0.2609,-0.0192,197701,197718,240,47,18,30130,118
0.6944,1.2787,-0.24,-0.0056,244048,244067,235,36,22,29911,119
0.6567,1.0792,-0.7273,0.003,266325,266337,209,67,30,26833,119
0.5882,1.2553,-0.4,-0.0118,276029,276047,299,51,22,37820,116
0.4741,1.2553,-0.6727,0.0317,289647,289665,355,116,58,46882,123
0.5593,1.2787,-0.4242,-0.0805,301492,301511,304,59,26,35778,111
0.5385,1.4472,-0.4286,0.0062,315114,315142,671,91,39,86424,119
0.5185,1.2041,-0.4286,0.0026,325780,325796,273,54,22,35033,119
0.7046,1.2305,-0.4516,-0.0582,340581,340598,287,44,24,34599,112
0.725,1.1761,-0.4828,0.0052,386779,386794,292,40,22,37572,120
0.3402,1.4914,-0.0606,-0.0171,422497,422528,419,97,47,52715,117
0.7692,1.2041,-0.2,-0.1139,87951,87967,103,26,22,11682,101
