school/gender.chool Name,school/gender.Grade,school/gender.Year,school/gender.Category,school/gender.Number Tested,school/gender.Mean Scale Score,school/gender.Level1_N,school/gender.Level1_%,school/gender.Level2_N,school/gender.Level2_%,school/gender.Level3_N,school/gender.Level3_%,school/gender.Level4_N,school/gender.Level4_%,school/gender.Level3+4_N,school/gender.Level3+4_%,DBN
PS 298 DR BETTY SHABAZZ,4,2016,Female,10,290.0,3.0,30.0,7.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,23K298
PRUCE STREET SCHOOL,All Grades,2014,Male,57,322.0,5.0,8.8,17.0,29.8,26.0,45.6,9.0,15.8,35.0,61.4,02M397
EAST FORDHAM ACADEMY FOR THE ARTS,All Grades,2014,Male,173,267.0,118.0,68.2,49.0,28.3,6.0,3.5,0.0,0.0,6.0,3.5,10X459
PS 128 BENSONHURST,5,2016,Female,29,295.0,13.0,44.8,7.0,24.1,6.0,20.7,3.0,10.3,9.0,31.0,21K128
PS 102 THE BAYVIEW,5,2013,Female,95,314.0,18.0,18.9,33.0,34.7,27.0,28.4,17.0,17.9,44.0,46.3,20K102
PS 085 GREAT EXPECTATIONS,5,2017,Female,69,275.0,44.0,63.8,17.0,24.6,5.0,7.2,3.0,4.3,8.0,11.6,10X085
QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,8,2013,Male,49,335.0,0.0,0.0,6.0,12.2,26.0,53.1,17.0,34.7,43.0,87.8,28Q680
BROOKLYN BROWNSTONE SCHOOL,5,2014,Female,6,301.0,2.0,33.3,3.0,50.0,0.0,0.0,1.0,16.7,1.0,16.7,16K628
PS 212,3,2013,Male,20,275.0,13.0,65.0,7.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,12X212
PS 195 WILLIAM HABERLE,All Grades,2015,Male,149,288.0,74.0,49.7,47.0,31.5,22.0,14.8,6.0,4.0,28.0,18.8,29Q195
JHS 194 WILLIAM CARR,6,2015,Female,183,315.0,25.0,13.7,68.0,37.2,40.0,21.9,50.0,27.3,90.0,49.2,25Q194
PS 161 PEDRO ALBIZU CAMPOS,All Grades,2017,Female,268,296.0,89.0,33.2,110.0,41.0,52.0,19.4,17.0,6.3,69.0,25.7,05M161
PS K315,All Grades,2014,Female,209,294.0,83.0,39.7,79.0,37.8,39.0,18.7,8.0,3.8,47.0,22.5,22K315
PS 206 JOSEPH F LAMB,7,2013,Female,53,317.0,5.0,9.4,18.0,34.0,23.0,43.4,7.0,13.2,30.0,56.6,22K206
PS 6 CORPORAL ALLAN F KIVLEHAN SCHOOL,5,2013,Female,61,318.0,7.0,11.5,27.0,44.3,19.0,31.1,8.0,13.1,27.0,44.3,31R006
PS 139 ALEXINE A FENTY,4,2017,Female,83,313.0,12.0,14.5,40.0,48.2,11.0,13.3,20.0,24.1,31.0,37.3,22K139
QUEENS UNITED MIDDLE SCHOOL,6,2015,Male,33,281.0,14.0,42.4,15.0,45.5,3.0,9.1,1.0,3.0,4.0,12.1,29Q289
PS 107,All Grades,2016,Female,124,299.0,36.0,29.0,59.0,47.6,27.0,21.8,2.0,1.6,29.0,23.4,08X107
PS 211,3,2014,Female,24,287.0,11.0,45.8,9.0,37.5,4.0,16.7,0.0,0.0,4.0,16.7,12X211
IS 072 ROCCO LAURIE,7,2015,Male,211,297.0,65.0,30.8,82.0,38.9,55.0,26.1,9.0,4.3,64.0,30.3,31R072
PS 002 MEYER LONDON,All Grades,2017,Female,148,327.0,15.0,10.1,39.0,26.4,49.0,33.1,45.0,30.4,94.0,63.5,02M002
PS 133 FRED R MOORE,4,2014,Male,16,262.0,11.0,68.8,5.0,31.3,0.0,0.0,0.0,0.0,0.0,0.0,05M133
PSMS 280 MOSHOLU PARKWAY,8,2017,Male,47,314.0,8.0,17.0,9.0,19.1,25.0,53.2,5.0,10.6,30.0,63.8,10X280
EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,7,2014,Male,45,262.0,36.0,80.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,18K581
PS 205 FIORELLO LAGUARDIA,All Grades,2017,Female,266,302.0,67.0,25.2,125.0,47.0,60.0,22.6,14.0,5.3,74.0,27.8,10X205
PS 119 AMERSFORT,3,2013,Female,62,293.0,26.0,41.9,27.0,43.5,9.0,14.5,0.0,0.0,9.0,14.5,22K119
WEST END SECONDARY SCHOOL,7,2017,Female,77,340.0,0.0,0.0,11.0,14.3,31.0,40.3,35.0,45.5,66.0,85.7,03M291
PS 180 HUGO NEWMAN,8,2015,Female,24,307.0,2.0,8.3,13.0,54.2,7.0,29.2,2.0,8.3,9.0,37.5,03M180
PS 163 ALFRED E SMITH,3,2013,Female,75,313.0,17.0,22.7,24.0,32.0,28.0,37.3,6.0,8.0,34.0,45.3,03M163
BROOKLYN SCIENCE AND ENGINEERING ACADEMY,6,2017,Female,33,310.0,6.0,18.2,9.0,27.3,12.0,36.4,6.0,18.2,18.0,54.5,18K763
PS 261 PHILIP LIVINGSTON,5,2013,Male,48,304.0,14.0,29.2,16.0,33.3,14.0,29.2,4.0,8.3,18.0,37.5,15K261
PSMS 194,8,2015,Female,75,303.0,16.0,21.3,33.0,44.0,17.0,22.7,9.0,12.0,26.0,34.7,11X194
PS 66,7,2014,Male,45,297.0,11.0,24.4,22.0,48.9,12.0,26.7,0.0,0.0,12.0,26.7,18K066
PS 151 MARY D CARTER,3,2015,Male,18,285.0,10.0,55.6,7.0,38.9,0.0,0.0,1.0,5.6,1.0,5.6,30Q151
PS 81Q JEAN PAUL RICHTER,All Grades,2015,Female,246,301.0,52.0,21.1,128.0,52.0,55.0,22.4,11.0,4.5,66.0,26.8,24Q081
PSMS 042 R VERNAM,3,2013,Male,35,275.0,26.0,74.3,7.0,20.0,2.0,5.7,0.0,0.0,2.0,5.7,27Q042
PS 033 EDWARD M FUNK,All Grades,2014,Female,235,303.0,55.0,23.4,106.0,45.1,61.0,26.0,13.0,5.5,74.0,31.5,29Q033
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,7,2016,Female,36,293.0,11.0,30.6,20.0,55.6,4.0,11.1,1.0,2.8,5.0,13.9,07X551
PS 110 THEODORE SCHOENFELD,5,2014,Male,24,277.0,16.0,66.7,8.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,09X110
PS 069 DANIEL D TOMPKINS,3,2016,Male,93,317.0,15.0,16.1,27.0,29.0,44.0,47.3,7.0,7.5,51.0,54.8,31R069
PS 040 SAMUEL HUNTINGTON,3,2013,Male,57,272.0,42.0,73.7,12.0,21.1,3.0,5.3,0.0,0.0,3.0,5.3,28Q040
MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,6,2014,Female,75,294.0,25.0,33.3,39.0,52.0,5.0,6.7,6.0,8.0,11.0,14.7,12X129
ELEMENTARY SCHOOL FOR MATH SCIENCE AND TECHNOLOGY,5,2016,Female,29,275.0,18.0,62.1,6.0,20.7,3.0,10.3,2.0,6.9,5.0,17.2,10X382
PS 076 A PHILIP RANDOLPH,3,2015,Male,16,299.0,5.0,31.3,7.0,43.8,4.0,25.0,0.0,0.0,4.0,25.0,03M076
PS 057 CRESCENT,All Grades,2013,Male,115,281.0,60.0,52.2,41.0,35.7,14.0,12.2,0.0,0.0,14.0,12.2,12X057
PS 163 FLUSHING HEIGHTS,All Grades,2017,Male,157,313.0,32.0,20.4,51.0,32.5,51.0,32.5,23.0,14.6,74.0,47.1,25Q163
PS 095 THE GRAVESEND,7,2014,Male,25,301.0,5.0,20.0,15.0,60.0,5.0,20.0,0.0,0.0,5.0,20.0,21K095
PS 202 ERNEST S JENKYNS,7,2013,Male,41,285.0,21.0,51.2,17.0,41.5,3.0,7.3,0.0,0.0,3.0,7.3,19K202
PS 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH,5,2015,Male,44,294.0,15.0,34.1,21.0,47.7,6.0,13.6,2.0,4.5,8.0,18.2,25Q201
PS 181 BROOKLYN,4,2015,Male,59,286.0,24.0,40.7,26.0,44.1,7.0,11.9,2.0,3.4,9.0,15.3,17K181
PS 069 DANIEL D TOMPKINS,5,2015,Female,63,309.0,16.0,25.4,24.0,38.1,10.0,15.9,13.0,20.6,23.0,36.5,31R069
PS 004 MAURICE WOLLIN,All Grades,2017,Male,187,308.0,38.0,20.3,69.0,36.9,67.0,35.8,13.0,7.0,80.0,42.8,31R004
PS 120 QUEENS,All Grades,2016,Male,279,303.0,80.0,28.7,93.0,33.3,86.0,30.8,20.0,7.2,106.0,38.0,25Q120
AMISTAD DUAL LANGUAGE SCHOOL,All Grades,2015,Female,138,302.0,33.0,23.9,70.0,50.7,30.0,21.7,5.0,3.6,35.0,25.4,06M311
IS 528 BEA FULLER RODGERS SCHOOL,All Grades,2014,Male,94,282.0,44.0,46.8,45.0,47.9,4.0,4.3,1.0,1.1,5.0,5.3,06M528
PS 048 MAPLETON,All Grades,2014,Female,142,306.0,33.0,23.2,44.0,31.0,50.0,35.2,15.0,10.6,65.0,45.8,20K048
PS 165 ROBERT E SIMON,3,2015,Male,40,292.0,15.0,37.5,16.0,40.0,8.0,20.0,1.0,2.5,9.0,22.5,03M165
PS 147 ISAAC REMSEN,3,2014,Female,20,284.0,9.0,45.0,8.0,40.0,3.0,15.0,0.0,0.0,3.0,15.0,14K147
PS 123 MAHALIA JACKSON,6,2017,Male,19,285.0,9.0,47.4,6.0,31.6,3.0,15.8,1.0,5.3,4.0,21.1,05M123
LYONS COMMUNITY SCHOOL,6,2015,Female,15,283.0,6.0,40.0,8.0,53.3,1.0,6.7,0.0,0.0,1.0,6.7,14K586
MUSCOTA,4,2015,Female,19,317.0,4.0,21.1,4.0,21.1,8.0,42.1,3.0,15.8,11.0,57.9,06M314
PS 165 EDITH K BERGTRAUM,5,2015,Female,42,311.0,14.0,33.3,7.0,16.7,9.0,21.4,12.0,28.6,21.0,50.0,25Q165
IS 227 LOUIS ARMSTRONG,All Grades,2013,Male,725,311.0,97.0,13.4,349.0,48.1,200.0,27.6,79.0,10.9,279.0,38.5,30Q227
PS 171 PATRICK HENRY,8,2014,Female,32,312.0,5.0,15.6,13.0,40.6,7.0,21.9,7.0,21.9,14.0,43.8,04M171
IS 49 BERTA A DREYFUS,6,2015,Female,117,291.0,48.0,41.0,44.0,37.6,15.0,12.8,10.0,8.5,25.0,21.4,31R049
PS 089 CYPRESS HILLS,6,2013,Male,25,270.0,14.0,56.0,11.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,19K089
PS 033 CHELSEA PREP,4,2015,Male,52,321.0,8.0,15.4,13.0,25.0,12.0,23.1,19.0,36.5,31.0,59.6,02M033
PSIS 116 WILLIAM C HUGHLEY,4,2014,Female,52,279.0,29.0,55.8,20.0,38.5,3.0,5.8,0.0,0.0,3.0,5.8,29Q116
IS 119 THE GLENDALE,8,2013,Male,138,308.0,32.0,23.2,44.0,31.9,39.0,28.3,23.0,16.7,62.0,44.9,24Q119
PS 056 NORWOOD HEIGHTS,3,2014,Female,63,315.0,11.0,17.5,22.0,34.9,23.0,36.5,7.0,11.1,30.0,47.6,10X056
PS 233 LANGSTON HUGHES,5,2017,Male,32,287.0,13.0,40.6,13.0,40.6,6.0,18.8,0.0,0.0,6.0,18.8,18K233
PS 078 ANNE HUTCHINSON,4,2014,Female,59,289.0,25.0,42.4,27.0,45.8,6.0,10.2,1.0,1.7,7.0,11.9,11X078
PS 123 MAHALIA JACKSON,4,2014,Female,27,288.0,10.0,37.0,16.0,59.3,1.0,3.7,0.0,0.0,1.0,3.7,05M123
PS 029 JOHN M HARRIGAN,5,2017,Male,55,329.0,6.0,10.9,13.0,23.6,20.0,36.4,16.0,29.1,36.0,65.5,15K029
MS 137 AMERICA S SCHOOL OF HEROES,8,2017,Male,325,312.0,46.0,14.2,107.0,32.9,115.0,35.4,57.0,17.5,172.0,52.9,27Q137
PS 044 DAVID C FARRAGUT,All Grades,2015,Female,65,296.0,20.0,30.8,34.0,52.3,10.0,15.4,1.0,1.5,11.0,16.9,12X044
DOCK STREET SCHOOL FOR STEAM STUDIES,8,2017,Male,9,,,,,,,,,,,,13K313
PS 108 CAPTAIN VINCENT G FOWLER,All Grades,2013,Female,341,318.0,49.0,14.4,130.0,38.1,109.0,32.0,53.0,15.5,162.0,47.5,27Q108
PS 189 THE BILINGUAL CENTER,8,2017,Female,77,321.0,2.0,2.6,25.0,32.5,37.0,48.1,13.0,16.9,50.0,64.9,17K189
PSIS 208,3,2016,Male,36,326.0,2.0,5.6,11.0,30.6,20.0,55.6,3.0,8.3,23.0,63.9,29Q208
PS 122 MAMIE FAY,6,2013,Female,56,360.0,0.0,0.0,0.0,0.0,3.0,5.4,53.0,94.6,56.0,100.0,30Q122
PS 291,5,2017,Male,57,294.0,24.0,42.1,21.0,36.8,12.0,21.1,0.0,0.0,12.0,21.1,10X291
PS 399 STANLEY EUGENE CLARK,3,2016,Male,37,301.0,12.0,32.4,17.0,45.9,8.0,21.6,0.0,0.0,8.0,21.6,17K399
NEW YORK CITY ACADEMY FOR DISCOVERY,4,2016,Female,26,305.0,7.0,26.9,6.0,23.1,8.0,30.8,5.0,19.2,13.0,50.0,27Q306
PS 058,All Grades,2015,Female,75,289.0,33.0,44.0,33.0,44.0,8.0,10.7,1.0,1.3,9.0,12.0,09X058
PS 036 UNIONPORT,3,2014,Female,49,315.0,7.0,14.3,18.0,36.7,21.0,42.9,3.0,6.1,24.0,49.0,08X036
FAIRMONT NEIGHBORHOOD SCHOOL,3,2016,Male,22,273.0,15.0,68.2,6.0,27.3,1.0,4.5,0.0,0.0,1.0,4.5,12X314
PS 040 SAMUEL HUNTINGTON,5,2016,Female,46,284.0,24.0,52.2,13.0,28.3,7.0,15.2,2.0,4.3,9.0,19.6,28Q040
PS 251 QUEENS,3,2015,Male,34,308.0,6.0,17.6,14.0,41.2,14.0,41.2,0.0,0.0,14.0,41.2,29Q251
PS 221 TOUSSAINT L OUVERTURE,All Grades,2015,Male,107,292.0,43.0,40.2,41.0,38.3,19.0,17.8,4.0,3.7,23.0,21.5,17K221
BRONX LATIN,8,2016,Female,35,298.0,6.0,17.1,21.0,60.0,7.0,20.0,1.0,2.9,8.0,22.9,12X267
JAMES WELDON JOHNSON,4,2013,Female,56,301.0,22.0,39.3,13.0,23.2,17.0,30.4,4.0,7.1,21.0,37.5,04M057
PS 092 BRONX,All Grades,2017,Female,99,282.0,58.0,58.6,30.0,30.3,10.0,10.1,1.0,1.0,11.0,11.1,12X092
PS 006 LILLIE D BLAKE,3,2013,Female,54,336.0,2.0,3.7,11.0,20.4,30.0,55.6,11.0,20.4,41.0,75.9,02M006
PSIS 295,8,2016,Female,29,325.0,0.0,0.0,10.0,34.5,10.0,34.5,9.0,31.0,19.0,65.5,29Q295
PS 205 ALEXANDER GRAHAM BELL,All Grades,2013,Female,73,337.0,4.0,5.5,13.0,17.8,29.0,39.7,27.0,37.0,56.0,76.7,26Q205
PS 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,7,2015,Male,28,288.0,13.0,46.4,10.0,35.7,5.0,17.9,0.0,0.0,5.0,17.9,16K262
PS 216 ARTURO TOSCANINI,3,2017,Male,52,316.0,11.0,21.2,12.0,23.1,23.0,44.2,6.0,11.5,29.0,55.8,21K216
PS K225  THE EILEEN E ZAGLIN,All Grades,2017,Male,329,294.0,117.0,35.6,124.0,37.7,73.0,22.2,15.0,4.6,88.0,26.7,21K225
MOTT HALL V,8,2017,Female,45,305.0,8.0,17.8,21.0,46.7,13.0,28.9,3.0,6.7,16.0,35.6,12X242
PSIS 323,7,2016,Female,26,296.0,8.0,30.8,9.0,34.6,9.0,34.6,0.0,0.0,9.0,34.6,23K323
PAULA HEDBAVNY SCHOOL,8,2015,Female,30,313.0,3.0,10.0,11.0,36.7,15.0,50.0,1.0,3.3,16.0,53.3,06M278
PS 021 EDWARD HART,4,2016,Female,85,329.0,7.0,8.2,17.0,20.0,33.0,38.8,28.0,32.9,61.0,71.8,25Q021
IS 075 FRANK D PAULO,8,2016,Female,201,328.0,6.0,3.0,59.0,29.4,72.0,35.8,64.0,31.8,136.0,67.7,31R075
JHS 088 PETER ROUGET,6,2014,Female,217,296.0,49.0,22.6,132.0,60.8,28.0,12.9,8.0,3.7,36.0,16.6,15K088
JHS 234 ARTHUR W CUNNINGHAM,8,2015,Female,275,330.0,17.0,6.2,52.0,18.9,107.0,38.9,99.0,36.0,206.0,74.9,22K234
PS 195,4,2015,Male,61,273.0,42.0,68.9,14.0,23.0,4.0,6.6,1.0,1.6,5.0,8.2,12X195
PIONEER ACADEMY,3,2016,Female,88,301.0,26.0,29.5,45.0,51.1,16.0,18.2,1.0,1.1,17.0,19.3,24Q307
IS 218 SALOME URENA,All Grades,2014,Female,95,275.0,51.0,53.7,34.0,35.8,9.0,9.5,1.0,1.1,10.0,10.5,06M218
CORNERSTONE ACADEMY FOR SOCIAL ACTION,4,2017,Male,25,283.0,10.0,40.0,11.0,44.0,3.0,12.0,1.0,4.0,4.0,16.0,11X189
PS 161 THE CROWN,3,2013,Female,36,315.0,5.0,13.9,13.0,36.1,18.0,50.0,0.0,0.0,18.0,50.0,17K161
PS 146 ANN M SHORT,4,2014,Female,25,286.0,12.0,48.0,11.0,44.0,2.0,8.0,0.0,0.0,2.0,8.0,04M146
PS 202 ERNEST S JENKYNS,5,2013,Male,52,279.0,31.0,59.6,16.0,30.8,5.0,9.6,0.0,0.0,5.0,9.6,19K202
PS 189,5,2017,Female,57,302.0,19.0,33.3,18.0,31.6,13.0,22.8,7.0,12.3,20.0,35.1,06M189
PS 152 EVERGREEN,All Grades,2015,Male,201,281.0,109.0,54.2,72.0,35.8,18.0,9.0,2.0,1.0,20.0,10.0,08X152
PS 133 FRED R MOORE,5,2014,Female,18,278.0,12.0,66.7,6.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,05M133
JHS 189 DANIEL CARTER BEARD,6,2016,Male,123,290.0,40.0,32.5,55.0,44.7,20.0,16.3,8.0,6.5,28.0,22.8,25Q189
LYONS COMMUNITY SCHOOL,8,2014,Male,48,273.0,30.0,62.5,16.0,33.3,2.0,4.2,0.0,0.0,2.0,4.2,14K586
PS 220 EDWARD MANDEL,All Grades,2016,Female,150,310.0,37.0,24.7,41.0,27.3,49.0,32.7,23.0,15.3,72.0,48.0,28Q220
PS 069 JACKSON HEIGHTS,All Grades,2016,Male,275,316.0,44.0,16.0,89.0,32.4,103.0,37.5,39.0,14.2,142.0,51.6,30Q069
PS 094 DAVID D PORTER,3,2016,Male,30,323.0,4.0,13.3,6.0,20.0,15.0,50.0,5.0,16.7,20.0,66.7,26Q094
PS 153 ADAM CLAYTON POWELL,All Grades,2013,Female,217,299.0,72.0,33.2,80.0,36.9,56.0,25.8,9.0,4.1,65.0,30.0,06M153
ARCHIMEDES ACADEMY FOR MATH SCIENCE AND TECHNOLOGY APPLICATIONS,7,2016,Male,37,285.0,19.0,51.4,14.0,37.8,4.0,10.8,0.0,0.0,4.0,10.8,08X367
PS 277,5,2017,Female,37,311.0,8.0,21.6,14.0,37.8,11.0,29.7,4.0,10.8,15.0,40.5,07X277
OUTH BRONX ACADEMY FOR APPLIED MEDIA,6,2013,Female,74,287.0,29.0,39.2,38.0,51.4,5.0,6.8,2.0,2.7,7.0,9.5,07X296
COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,7,2013,Female,23,284.0,12.0,52.2,8.0,34.8,3.0,13.0,0.0,0.0,3.0,13.0,06M346
PS 121 THROOP,4,2016,Male,72,290.0,27.0,37.5,32.0,44.4,9.0,12.5,4.0,5.6,13.0,18.1,11X121
PS 102 BAYVIEW,4,2015,Male,77,304.0,24.0,31.2,24.0,31.2,13.0,16.9,16.0,20.8,29.0,37.7,24Q102
THE GORDON PARKS SCHOOL,7,2014,Male,26,298.0,7.0,26.9,15.0,57.7,4.0,15.4,0.0,0.0,4.0,15.4,29Q270
PS 162 JOHN GOLDEN,4,2013,Male,60,324.0,2.0,3.3,25.0,41.7,25.0,41.7,8.0,13.3,33.0,55.0,26Q162
PS 060 WOODHAVEN,5,2014,Female,99,299.0,37.0,37.4,31.0,31.3,20.0,20.2,11.0,11.1,31.0,31.3,27Q060
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,6,2013,Male,44,294.0,11.0,25.0,28.0,63.6,3.0,6.8,2.0,4.5,5.0,11.4,06M348
MS X101 EDWARD R BYRNE,All Grades,2015,Female,234,317.0,29.0,12.4,85.0,36.3,68.0,29.1,52.0,22.2,120.0,51.3,08X101
QUEENS SCHOOL OF INQUIRY THE,6,2015,Male,35,300.0,9.0,25.7,17.0,48.6,6.0,17.1,3.0,8.6,9.0,25.7,25Q252
PS 003 THE MARGARET GIOIOSA SCHOOL,All Grades,2014,Female,259,319.0,34.0,13.1,88.0,34.0,88.0,34.0,49.0,18.9,137.0,52.9,31R003
PS 164 CAESAR RODNEY,3,2013,Female,28,303.0,8.0,28.6,10.0,35.7,9.0,32.1,1.0,3.6,10.0,35.7,20K164
TEACHERS PREPARATORY HS,8,2016,Male,7,285.0,3.0,42.9,4.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,23K697
PS 069 DANIEL D TOMPKINS,3,2015,Male,84,305.0,26.0,31.0,28.0,33.3,25.0,29.8,5.0,6.0,30.0,35.7,31R069
PS 282 PARK SLOPE,8,2017,Male,50,296.0,14.0,28.0,21.0,42.0,12.0,24.0,3.0,6.0,15.0,30.0,13K282
PS 112 BRONXWOOD,5,2015,Female,30,284.0,15.0,50.0,14.0,46.7,1.0,3.3,0.0,0.0,1.0,3.3,11X112
PS 229 DYKER,3,2017,Male,66,305.0,20.0,30.3,21.0,31.8,23.0,34.8,2.0,3.0,25.0,37.9,20K229
PS X114  LUIS LLORENS TORRES SCHOOLS,All Grades,2016,Male,203,275.0,128.0,63.1,60.0,29.6,10.0,4.9,5.0,2.5,15.0,7.4,09X114
PS 130 ABRAM STEVENS HEWITT,3,2013,Male,27,265.0,20.0,74.1,6.0,22.2,1.0,3.7,0.0,0.0,1.0,3.7,08X130
PS 253,3,2015,Female,62,313.0,12.0,19.4,23.0,37.1,19.0,30.6,8.0,12.9,27.0,43.5,21K253
JHS 131 ALBERT EINSTEIN,6,2016,Female,89,289.0,36.0,40.4,38.0,42.7,13.0,14.6,2.0,2.2,15.0,16.9,08X131
PS 257 JOHN F HYLAN,4,2013,Male,48,280.0,20.0,41.7,22.0,45.8,5.0,10.4,1.0,2.1,6.0,12.5,14K257
VISTA ACADEMY,6,2016,Male,47,288.0,18.0,38.3,19.0,40.4,7.0,14.9,3.0,6.4,10.0,21.3,19K661
LIFE SCIENCES SECONDARY SCHOOL,8,2015,Female,13,316.0,0.0,0.0,7.0,53.8,5.0,38.5,1.0,7.7,6.0,46.2,02M655
PS K315,3,2017,Female,40,311.0,11.0,27.5,14.0,35.0,10.0,25.0,5.0,12.5,15.0,37.5,22K315
PS 159 ISAAC PITKIN,3,2016,Male,78,297.0,32.0,41.0,28.0,35.9,15.0,19.2,3.0,3.8,18.0,23.1,19K159
PS 055 HENRY M BOEHM,4,2013,Female,60,313.0,13.0,21.7,22.0,36.7,9.0,15.0,16.0,26.7,25.0,41.7,31R055
PS 11 THOMAS DONGAN SCHOOL,5,2017,Female,16,321.0,3.0,18.8,2.0,12.5,7.0,43.8,4.0,25.0,11.0,68.8,31R011
BRONX LATIN,8,2015,Female,35,285.0,14.0,40.0,17.0,48.6,4.0,11.4,0.0,0.0,4.0,11.4,12X267
PS 143 LOUIS ARMSTRONG,5,2013,Female,120,296.0,39.0,32.5,55.0,45.8,23.0,19.2,3.0,2.5,26.0,21.7,24Q143
ACADEMY FOR NEW AMERICANS,7,2017,Male,17,241.0,15.0,88.2,2.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,30Q235
JHS 162 LOLA RODRIGUEZ DE TIO,6,2013,Female,55,271.0,44.0,80.0,9.0,16.4,2.0,3.6,0.0,0.0,2.0,3.6,07X162
THE STEPHANIE A VIERNO SCHOOL,All Grades,2016,Male,155,310.0,34.0,21.9,57.0,36.8,44.0,28.4,20.0,12.9,64.0,41.3,31R041
PS 219 PAUL KLAPPER,7,2013,Male,29,301.0,10.0,34.5,10.0,34.5,8.0,27.6,1.0,3.4,9.0,31.0,25Q219
PS 119 AMERSFORT,All Grades,2017,Male,138,292.0,55.0,39.9,49.0,35.5,27.0,19.6,7.0,5.1,34.0,24.6,22K119
PS 026 THE CARTERET SCHOOL,All Grades,2014,Female,40,317.0,7.0,17.5,10.0,25.0,12.0,30.0,11.0,27.5,23.0,57.5,31R026
PS 020 PORT RICHMOND,All Grades,2017,Female,128,302.0,33.0,25.8,48.0,37.5,42.0,32.8,5.0,3.9,47.0,36.7,31R020
PS 206 JOSE CELSO BARBOSA,4,2013,Male,45,287.0,20.0,44.4,19.0,42.2,6.0,13.3,0.0,0.0,6.0,13.3,04M206
THE GORDON PARKS SCHOOL,All Grades,2017,Female,256,319.0,25.0,9.8,89.0,34.8,95.0,37.1,47.0,18.4,142.0,55.5,29Q270
PS 051 ELIAS HOWE,4,2014,Female,24,317.0,3.0,12.5,9.0,37.5,8.0,33.3,4.0,16.7,12.0,50.0,02M051
PS 163 ARTHUR A SCHOMBURG,4,2017,Female,36,306.0,7.0,19.4,15.0,41.7,10.0,27.8,4.0,11.1,14.0,38.9,09X163
PS 038 THE PACIFIC,4,2015,Female,31,308.0,6.0,19.4,14.0,45.2,8.0,25.8,3.0,9.7,11.0,35.5,15K038
THE SCIENCE AND MEDICINE MIDDLE SCHOOL,7,2016,Female,82,304.0,14.0,17.1,47.0,57.3,15.0,18.3,6.0,7.3,21.0,25.6,18K366
PS 040 GEORGE W CARVER,4,2013,Male,19,282.0,8.0,42.1,10.0,52.6,1.0,5.3,0.0,0.0,1.0,5.3,16K040
PS 288 THE SHIRLEY TANYHILL,All Grades,2014,Female,117,286.0,57.0,48.7,46.0,39.3,11.0,9.4,3.0,2.6,14.0,12.0,21K288
BRIGHTER CHOICE COMMUNITY SCHOOL,5,2015,Female,14,280.0,6.0,42.9,8.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,16K627
PS 041 CROCHERON,4,2013,Male,44,320.0,5.0,11.4,14.0,31.8,10.0,22.7,15.0,34.1,25.0,56.8,26Q041
THE SCIENCE AND MEDICINE MIDDLE SCHOOL,7,2015,Male,87,288.0,34.0,39.1,43.0,49.4,10.0,11.5,0.0,0.0,10.0,11.5,18K366
THE HUNTS POINT SCHOOL,6,2017,Male,52,260.0,36.0,69.2,15.0,28.8,1.0,1.9,0.0,0.0,1.0,1.9,08X424
PS 021 CRISPUS ATTUCKS,All Grades,2013,Male,139,302.0,41.0,29.5,57.0,41.0,37.0,26.6,4.0,2.9,41.0,29.5,16K021
THE SCHOOL FOR FUTURE LEADERS,4,2014,Female,9,300.0,2.0,22.2,5.0,55.6,2.0,22.2,0.0,0.0,2.0,22.2,20K310
GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,6,2015,Female,23,290.0,7.0,30.4,12.0,52.2,4.0,17.4,0.0,0.0,4.0,17.4,04M381
EAST SIDE MIDDLE SCHOOL,7,2014,Female,83,340.0,3.0,3.6,6.0,7.2,37.0,44.6,37.0,44.6,74.0,89.2,02M114
TAG YOUNG SCHOLARS,3,2016,Female,26,367.0,0.0,0.0,0.0,0.0,6.0,23.1,20.0,76.9,26.0,100.0,04M012
PS 089 CYPRESS HILLS,All Grades,2015,Male,127,269.0,76.0,59.8,43.0,33.9,8.0,6.3,0.0,0.0,8.0,6.3,19K089
THE LONGWOOD ACADEMY FOR DISCOVERY,3,2017,Male,28,281.0,19.0,67.9,5.0,17.9,4.0,14.3,0.0,0.0,4.0,14.3,08X333
