ID,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,New Georeferenced Column,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
406,K332,23K401,Christopher Avenue Community School,K401,51 CHRISTOPHER AVENUE,K,23,270,51 CHRISTOPHER AVENUE CONSOLIDATED LOCATION,2,Christopher Avenue Community School |Leadership Preparatory Ocean Hill Charter School  | 51 CHRISTOPHER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.906466 40.672095),17614,55,2,37,46
731,M090,,21 JUMEL PLACE CONSOLIDATED LOCATION,,21 JUMEL PLACE,M,6,1790,21 JUMEL PLACE CONSOLIDATED LOCATION,3,M.S. 319 - Maria Teresa| M.S. 324 - Patria Mirabal| KIPP Washington Heights Middle School| 21 JUMEL PLACE CONSOLIDATED LOCATION,0,2,5,0,2,9C,1751-2000,1.35,4.73,18.50,2.46,2.92,POINT (-73.936048 40.839491),13090,47,4,39,21
23,K016,84K355,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL(BROOKLYN),K355,157 WILSON STREET,K,14,315,157 WILSON STREET CONSOLIDATED LOCATION,2,P.S. 016 Leonard Dunkly|  Williamsburg Collegiate Charter School|  157 WILSON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.453274 40.681641),24511,,,,
44,K028,16K028,PS 28(BROOKLYN),K028,1001 HERKIMER STREET,K,16,127,,1,PS 28(BROOKLYN),0,0,1,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.920233 40.678037),13516,69,2,17,52
843,M180,85M180,PS 180(MANHATTAN),M180,370 WEST 120 STREET,M,85,456,,1,PS 180(MANHATTAN),1,2,1,2,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.265324 42.450268),11789,,,,
1131,Q105,27Q105,PS 105(QS),Q105,420 BEACH 51 STREET,Q,27,787,,1,PS 105(QS),0,0,2,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.781891 40.595868),20529,51,3,47,59
772,M125,05M125,P.S. 125 Ralph Bunche,M125,425 West 123rd St,M,5,245,425 West 123rd St CONSOLIDATED LOCATION,3,P.S. 125 Ralph Bunche|Columbia Secondary School|KIPP STAR College Prep Charter School|425 WEST 123 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-90.439207 34.013793),15388,,,,
290,K250,14K250,PS 250(BROOKLYN),K250,108 MONTROSE AVENUE,K,14,471,,1,PS 250(BROOKLYN),0,1,4,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-76.747297 39.26542),27945,,,,
742,M099,,410 EAST 100 STREET CONSOLIDATED LOCATION,,410 EAST 100 STREET,M,4,1448,410 EAST 100 STREET CONSOLIDATED LOCATION,3,M.S. 224 Manhattan East School for Arts & Academic |Success Academy Charter School - Harlem 3 |Renaissance Charter High School for Innovation |410 EAST 100 STREET CONSOLIDATED LOCATION,0,1,0,0,0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,POINT (-73.942065 40.785467),12426,7,4,35,14
875,M234,02M234,PS 234(MANHATTAN),M234,292 GREENWICH STREET,M,2,648,,1,PS 234(MANHATTAN),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-74.010996 40.716036),11728,56,4,32,1
826,M163,03M163,PS 163(MANHATTAN),M163,163 WEST 97 STREET,M,3,538,,1,PS 163(MANHATTAN),0,1,2,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-78.822253 39.64253),31567,,,,
579,K776,22K776,PS 152 ANNEX(BS),K776,1087 Ocean Ave,K,22,ANNEX,,1,PS 152 ANNEX(BS),2,0,0,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,POINT (-74.049291 40.044097),28397,,,,
711,M072,04M072,PS 72(MANHATTAN),M072,131 EAST 104 STREET,M,4,605,,1,PS 72(MANHATTAN),1,4,5,0,5,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-81.754043 34.905647),23878,,,,
581,K781,79K529,WEST BROOKLYN COMMUNITY HS(BROOKLYN),K529,1053 41st Street,K,15,176,,1,WEST BROOKLYN COMMUNITY HS(BROOKLYN),0,1,2,0,1,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-82.5499 27.370158),3694,,,,
295,K253,21K253,PS 253(BROOKLYN),K253,601 OCEANVIEW AVENUE,K,21,880,,1,PS 253(BROOKLYN),0,1,1,1,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.890588 40.566578),20533,51,3,41,58
959,M495,04M495,PARK EAST HS(MN),M495,230-34 EAST 105 STREET,M,4,307,,1,PARK EAST HS(MN),1,0,2,0,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-84.643736 42.647381),602,,,,
60,K041,23K041,PS 41(BROOKLYN),K041,411 THATFORD AVENUE,K,23,470,,1,PS 41(BROOKLYN),0,3,1,1,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.907393 40.660364),17614,55,2,25,46
120,K102,20K102,PS 102(BS),K102,211 72 STREET,K,20,1426,,1,PS 102(BS),0,2,0,1,1,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,POINT (-74.745433 39.068776),14320,,,,
1130,Q104,27Q104,PS 104(QS),Q104,2601 MOTT AVENUE,Q,27,639,,1,PS 104(QS),0,2,3,2,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.764341 40.608378),20529,51,3,47,59
285,K244,18K763,Brooklyn Science and Engineering Academy,K763,5404 Tilden Avenue,K,18,262,5404 TILDEN AVENUE CONSOLIDATED LOCATION,2,P.S. 244 Richard R. Green|  Brooklyn Science and Engineering Academy|  5404 TILDEN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.925497 40.648458),16866,61,2,26,40
207,K177,21K177,PS 177(BROOKLYN),K177,346 AVENUE P,K,21,981,,1,PS 177(BROOKLYN),0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.974517 40.608652),18183,1,2,18,37
1244,Q204,,36-41 28 STREET CONSOLIDATED LOCATION,,36-41 28 STREET,Q,30,888,36-41 28 STREET CONSOLIDATED LOCATION,2,I.S. 204 Oliver W. Holmes |  Energy Tech High School |  36-41 28 STREET CONSOLIDATED LOCATION,1,1,7,1,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-98.949047 29.581861),10908,,,,
548,K554,32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL(BN),K554,1474 GATES AVENUE,K,32,370,,1,ALL CITY LEADERSHIP SECONDARY SCHOOL,0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.914145 40.697566),13828,42,2,37,53
263,K225,75K771,P.S. K771,K771,1075 OCEANVIEW AVENUE,K,21,443,1075 OCEANVIEW AVENUE CONSOLIDATED LOCATION,2,P.S. K225 - The Eileen E. Zaglin |  P.S. K771 |  1075 OCEAN VIEW AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.956244 40.579689),13826,21,2,15,35
28,K020,13K020,P.S. 020 Clinton Hill,K020,225 ADELPHI STREET,K,13,382,225 ADELPHI STREET CONSOLIDATED LOCATION,2,P.S. 020 Clinton Hill |  Academy of Arts and Letters |  225 ADELPHI STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.971443 40.69101),17212,68,2,48,55
417,K356,,104 SUTTER AVENUE CONSOLIDATED LOCATION,,104 SUTTER AVENUE,K,23,957,104 SUTTER AVENUE CONSOLIDATED LOCATION,2,P.S. 156 Waverly |  I.S. 392 |  104 SUTTER AVENUE CONSOLIDATED LOCATION,0,6,10,3,3,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.918267 40.665949),17614,55,2,17,46
642,M017,02M212,PS 212(MANHATTAN),M212,328 WEST 48 STREET,M,2,324,328 WEST 48 STREET CONSOLIDATED LOCATION,2,P.S. 212 Midtown West |  Professional Performing Arts High School |  328 WEST  48 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-82.566745 27.55681),3685,,,,
73,K055,23K493,Brooklyn Collegiate: A College Board School,K493,2021 BERGEN STREET,K,23,196,2021 BERGEN STREET CONSOLIDATED LOCATION,2,Brooklyn Collegiate: A College Board School l Achievement First Brownsville Charter School l 2021 BERGEN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-75.048258 40.068155),4331,,,,
395,K321,15K321,PS 321(BROOKLYN),K321,180 SEVENTH AVENUE,K,15,1376,,1,PS 321(BROOKLYN),0,0,1,0,0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,POINT (-74.150956 40.964019),33059,,,,
1148,Q123,27Q123,PS 123(QS),Q123,145-01 119 AVENUE,Q,27,656,,1,PS 123(QS),1,1,3,2,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-83.125779 29.640777),4298,,,,
13,K011,13K011,PS 11(BN),K011,419 WAVERLY AVE,K,13,813,,1,PS 11(BN),0,0,1,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-76.602836 39.215968),27937,,,,
449,K400,21K559,Life Academy High School for Film and Music,K559,2630 Benson Ave,K,21,238,2630 BENSON AVENUE CONSOLIDATED LOCATION,5,International High School at Lafayette |  High School of Sports Management |  Kingsborough Early College School |  Life Academy High School for Film and Music |  Expeditionary Learning School for Community Leader |  2630 BENSON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-73.98532 40.594021),17616,21,2,45,35
938,M475,02M420,HS FOR HEALTH PROFESSIONS & HUMAN SERVICES(MS),M420,345 EAST 15TH STREET,M,2,1426,345 EAST 15TH STREET CONSOLIDATED LOCATION,3,P.S. M226 |  Institute for Collaborative Education |  High School for Health Professions and Human Servi |  345 EAST  15TH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,7C,1251-1500,N/A,N/A,N/A,N/A,N/A,POINT (-81.965449 34.949187),14044,,,,
386,K316,17K316,P.S. 316 Elijah Stroud,K316,750 CLASSON AVENUE,K,17,493,750 CLASSON AVENUE CONSOLIDATED LOCATION,2,P.S. 316 Elijah Stroud |  Elijah Stroud Middle School |  750 CLASSON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.960241 40.674438),13829,16,2,48,49
54,K035,,272 MACDONOUGH STREET CONSOLIDATED LOCATION,,272 MACDONOUGH STREET,K,16,464,272 MACDONOUGH STREET CONSOLIDATED LOCATION,2,Brooklyn Brownstone School |  M.S. 035 Stephen Decatur |  272 MACDONOUGH STREET CONSOLIDATED LOCATION,0,1,3,1,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.93554 40.681954),13516,69,2,49,52
574,K721,21K690,BROOKLYN STUDIO SECONDARY SCHOOL(BS),K690,8310 21ST AVENUE,K,21,788,,1,BROOKLYN STUDIO SECONDARY SCHOOL(BS),2,1,4,0,3,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-99.374642 37.503577),28126,,,,
316,K270,13K270,P.S. 270 Johann DeKalb,K270,241 EMERSON PLACE,K,13,96,241 EMERSON PLACE CONSOLIDATED LOCATION,2,P.S. 270 Johann DeKalb | Community Partnership Charter School | 241 EMERSON PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-73.961747 40.691543),17212,68,2,48,55
613,K909,13K499,ACORN COMMUNITY HS(BN),K499,561 GRAND AVENUE,K,13,147,,1,ACORN COMMUNITY HS(BN),1,0,9,1,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-123.837175 46.1864),14088,,,,
787,M132,06M132,PS 132(MN),M132,185 WADSWORTH AVENUE,M,6,295,185 WADSWORTH AVENUE CONSOLIDATED LOCATION,2,Dos Puentes Elementary School | P.S. 132 Juan Pable Duarte| 185 WADSWORTH AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.934329 40.850715),13091,47,4,39,22
148,K128,21K128,PS 128(BS),K128,2075 84 STREET,K,21,461,,1,PS 128(BS),0,2,0,1,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.995376 40.604754),17616,1,2,45,37
713,M075,03M250,M.S. 250 West Side Collaborative Middle School,M250,735 WEST END AVENUE,M,3,172,735 WEST END AVENUE CONSOLIDATED LOCATION,2,P.S. 075 Emily Dickinson| M.S. 250 West Side Collaborative Middle School| 735 WEST END AVENUE CONSOLDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-73.973432 40.794954),12422,20,4,19,15
500,K460,15K463,SECONDARY SCHOOL FOR JOURNALISM(BROOKLYN),K463,237 SEVENTH AVENUE,K,15,177,237 SEVENTH AVENUE CONSOLIDATED LOCATION,4,Secondary School for Law |  Secondary School for Journalism |  Park Slope Collegiate |  John Jay HS | 237 7 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-147.345471 64.748749),23660,,,,
1061,Q026,26Q026,PS 26(QUEENS),Q026,195-02 69 AVENUE,Q,26,675,,1,PS 26(QUEENS),0,0,2,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.778003 40.736883),14507,25,3,16,65
1113,Q085,30Q085,PS 85(QUEENS),Q085,23-70 31 STREET,Q,30,593,,1,PS 85(QUEENS),0,2,0,2,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-94.020643 29.973791),23202,,,,
49,K033,84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1(BN),K367,70 TOMPKINS AVENUE,K,14,662,70 TOMPKINS AVENUE CONSOLIDATED LOCATION,2,P.S. 368|  Success Academy Charter School - Bed-Stuy 1| 70 TOMPKINS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-73.946618 40.696985),17213,69,2,49,51
470,K435,19K435,THOMAS JEFFERSON HS(BROOKLYN),K431,400 PENNSYLVANIA AVENUE,K,19,SCHOOL CLOSED,400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,5,Thomas Jefferson|  FDNY High School for Fire and Life Safety |  High School for Civil Rights |  Performing Arts and Technology High School |  World Academy for Total Community Health High Scho |  400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,POINT (-95.734698 39.463639),28020,,,,
1097,Q066,27Q066,PS 66(QUEENS),Q066,85-11 102 STREET,Q,27,459,,1,PS 66(QUEENS),0,2,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-95.718476 34.926501),23922,,,,
337,K284,23K284,PS 284(BROOKLYN),K284,220 WATKINS STREET,K,23,454,,1,PS 284(BROOKLYN),0,1,0,0,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-80.024667 39.333954),32286,,,,
1094,Q062,27Q062,PS 62(QUEENS),Q062,97-25 108 STREET,Q,27,908,,1,PS 62(QUEENS),0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-97.688116 35.446393),293,,,,
239,K207,22K207,PS 207(BROOKLYN),K207,4011 FILLMORE AVENUE,K,22,1210,,1,PS 207(BROOKLYN),0,1,3,0,1,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-73.929919 40.613478),13825,5,2,8,38
921,M460,71M901,WASHINGTON IRVING EVENING SCHOOL,M902,40 IRVING PLACE,M,2,EVENING SCHOOL,40 IRVING PLACE CONSOLIDATED LOCATION,8,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving HS|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|Washington Irving evening school|40 IRVING PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,POINT (-75.003693 40.152439),6974,,,,
804,M144,,134 WEST 122 STREET CONSOLIDATED LOCATION,,134 WEST 122 STREET,M,3,504,134 WEST 122 STREET CONSOLIDATED LOCATION,2,P.S. 242 - The Young Diplomats Magnet Academy |  Future Leaders Institute Charter School |  134 WEST 122 STREET CONSOLIDATED LOCATION,1,1,2,2,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-76.498723 38.977626),28576,,,,
185,K161,,330 CROWN STREET CONSOLIDATED LOCATION,,330 CROWN STREET,K,17,986,330 CROWN STREET CONSOLIDATED LOCATION,2,P.S. 161 The Crown|SUCCESS ACADEMY CHARTER SCHOOL - CROWN HEIGHTS - BROOKLYN 7(BS)|330 CROWN STREET CONSOLIDATED LOCATION,1,0,3,0,1,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.949206 40.6662),13509,17,2,48,44
704,M064,01M839,Tompkins Square Middle School,M839,600 EAST 6 STREET,M,1,373,600 EAST 6 STREET CONSOLIDATED LOCATION,3,P.S. 064 Robert Simon |  Earth School |  Tompkins Square Middle School |  600 EAST  6 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-89.286258 31.334909),30905,,,,
949,M486,02M529,JACQUELINE K ONASSIS HS(MS),M529,120 WEST 46 STREET,M,2,455,,1,JACQUELINE K ONASSIS HS(MS),0,3,12,0,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-83.486722 42.431521),8193,,,,
1242,Q204,30Q204,IS 204 OLIVER WENDELL HOLMES(QN),Q204,36-41 28 STREET,Q,30,484,36-41 28 STREET CONSOLIDATED LOCATION,2,I.S. 204 Oliver W. Holmes |  Energy Tech High School |  36-41 28 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-98.949047 29.581861),10908,,,,
352,K293,15K497,SCHOOL FOR INTERNATIONAL STUDIES(BROOKLYN),K497,284 BALTIC STREET,K,15,587,284 BALTIC STREET CONSOLIDATED LOCATION,3,DIGITAL ARTS & CINEMA TECHNOLOGY HIGH SCHOOL (GLOBAL STUDIES-BS) |  SCHOOL FOR INTERNATIONAL STUDIES(BROOKLYN) | Success Academy Charter School - Cobble Hill |  284 BALTIC STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-73.993279 40.685403),16865,14,2,38,48
541,K515,18K578,BROOKLYN BRIDGE ACADEMY(BS),K578,6565 Flatlands Ave,K,18,145,6565 Flatlands Avenue CONSOLIDATED LOCATION,6,South Shore |Brooklyn Generation School |  Brooklyn Theatre Arts High School |  Victory Collegiate High School |  Brooklyn Bridge Academy |  Academy for Conservation and the Environment | 6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-73.916477 40.633516),13827,5,2,8,42
88,K068,18K068,IS 68(BS),K068,956 EAST 82 STREET,K,18,354,,1,IS 68(BS),0,4,2,1,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.910858 40.635623),13827,5,2,8,42
163,K142,88K823,IS/JHS 823(BS),K823,610 HENRY STREET,K,15,1,610 HENRY STREET CONSOLIDATED LOCATION,3,P.S. 146 |  Brooklyn Secondary School for Collaborative Studie | IS 823|   610 HENRY STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-74.196668 40.673383),17001,,,,
672,M044,03M247,IS/JHS 247(MN),M247,100 WEST 77 STREET,M,3,204,100 WEST 77 STREET CONSOLIDATED LOCATION,3,MS 245 COMPUTER SCHOOL(MN)| IS/JHS 247(MN)| THE ANDERSON SCHOOL(MN)|  100 WEST 77 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-81.565258 29.478932),24635,,,,
764,M118,,154 WEST  93 STREET CONSOLIDATED LOCATION,,154 WEST  93 STREET,M,3,1104,154 WEST  93 STREET CONSOLIDATED LOCATION,3,M.S. 256 Academic & Athletic Excellence |  Community Action School - MS 258 |  P.S. 333 Manhattan School for Children |  154 WEST  93 STREET CONSOLIDATED LOCATION,1,0,4,1,0,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-85.182791 42.327849),4361,,,,
979,M535,71M903,PARK WEST EVENING,M903,525 WEST 50TH STREET,M,71,EVENING SCHOOL,525 WEST 50TH STREET CONSOLIDATED LOCATION,7,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  Park West HS| Park West Evening|525 WEST  50TH STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,POINT (-80.127267 25.826427),24833,,,,
606,K874,17K340,IS 340(BS),K340,227 STERLING PLACE,K,13,219,,1,IS 340(BS),0,2,3,0,2,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.969896 40.675972),13829,16,2,27,50
1209,Q179,75Q004,P4@P179(QS),Q004,196-25 PECK AVENUE,Q,26,387,,1,P4@P179(QS),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-74.18515 40.76878),15818,,,,
191,K166,84K788,ACHIEVEMENT FIRST BROOKLYN ACADEMY CHARTER SCHOOL @ JHS 166,K788,800 VAN SICLEN AVE,K,19,438,800 VAN SICLEN AVENUE CONSOLIDATED LOCATION,2,JHS 166 George Gershwin| Achivement First Brooklyn Academy Charter School |800 VAN SICLEN AVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.885249 40.65996),17214,45,2,25,47
1226,Q192,29Q192,IS 192(QS),Q192,109-89 204 STREET,Q,29,511,109-89 204 STREET CONSOLIDATED LOCATION,2,I.S. 192 The Linden |  Pathways College Preparatory School: A College Boa |  109-89 204 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-94.67592 31.752777),1628,,,,
902,M440,02M437,HUDSON HS OF LEARNING TECHNOLOGIES(MS),M437,351 WEST 18 STREET,M,2,371,351 WEST 18 STREET CONSOLIDATED LOCATION,6,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-86.123522 42.781097),12476,,,,
410,K335,16K335,P.S. 335 Granville T. Woods,K335,130 ROCHESTER AVENUE,K,16,238,,1,P.S. 335 Granville T. Woods,1,2,2,2,1,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.927793 40.67451),17615,16,2,49,49
176,K153,21K153,PS 153(BROOKLYN),K153,1970 HOMECREST AVENUE,K,21,486,,1,PS 153(BROOKLYN),1,3,0,4,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.959672 40.601112),13512,32,2,15,36
831,M166,03M166,PS 166(MANHATTAN),M166,132 WEST 89 STREET,M,3,628,,1,PS 166(MANHATTAN),0,0,1,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-90.899224 33.412637),7706,,,,
115,K096,,99 AVENUE P CONSOLIDATED LOCATION,,99 AVENUE P,K,21,1262,99 AVENUE P CONSOLIDATED LOCATION,2,IS 096 Seth Low|  Success Academy Charter School| 99 AVENUE P CONSOLIDTED LOCATION,2,3,4,4,0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,POINT (-73.984864 40.607511),18183,1,2,18,37
681,M048,06M048,PS 48(MANHATTAN),M048,4360-78  BROADWAY,M,6,525,,1,PS 48(MANHATTAN),1,0,2,1,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.934133 40.853306),13091,47,4,39,22
222,K190,19K190,P.S. 190 Sheffield,K190,590 SHEFFIELD AVENUE,K,19,178,,1,P.S. 190 Sheffield,0,0,0,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.894438 40.662309),17214,45,2,25,47
278,K238,21K238,PS 238(BROOKLYN),K238,1633 EAST 8 STREET,K,21,548,,1,PS 238(BROOKLYN),0,1,0,1,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-95.968241 36.149842),21979,,,,
784,M131,02M394,EMMA LAZARUS HS(MS),M394,100 HESTER STREET,M,2,265,100 HESTER STREET CONSOLIDATED LOCATION,3,M.S. 131 |  Pace High School |  EMMA LAZARUS HIGH SCHOOL |  100 HESTER STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.993424 40.716659),11723,70,4,32,2
1123,Q096,27Q096,PS 96(QUEENS),Q096,130-01 ROCKAWAY BOULEVARD,Q,27,261,,1,PS 96(QUEENS),0,2,0,2,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.80811 40.674969),24016,62,3,46,64
1010,M834,02M544,INDEPENDENCE HS(MS),M444,850 TENTH AVENUE,M,2,237,448 WEST 56 STREET CONSOLIDATED LOCATION,2,High School for Environmental Studies |  Independence High School |  444 WEST 56 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-87.862866 41.798384),6078,,,,
423,K371,75K371,P371(BS),K371,355 37 STREET,K,15,236,,1,P371(BS),0,3,2,2,1,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-122.973588 44.048666),1720,,,,
83,K059,,211 THROOP AVENUE CONSOLIDATED LOCATION,,211 THROOP AVENUE,K,14,603,211 THROOP AVENUE CONSOLIDATED LOCATION,2,P.S. 059 William Floyd |  Success Academy Charter School - Bed-Stuy 2 |  211 THROOP AVENUE CONSOLIDATED LOCATION,0,0,2,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.943814 40.697579),17213,69,2,49,51
1051,Q018,26Q018,PS 18(QUEENS),Q018,86-35 235 COURT,Q,26,592,,1,PS 18(QUEENS),0,1,0,1,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.732581 40.731922),24336,63,3,16,63
