all/school_crime.ID,all/school_crime.Building Code,all/school_crime.DBN,all/school_crime.Location Name,all/school_crime.Location Code,all/school_crime.Address,all/school_crime.Borough,all/school_crime.Geographical District Code,all/school_crime.Register,all/school_crime.Building Name,all/school_crime.# Schools,all/school_crime.Schools in Building,all/school_crime.Major N,all/school_crime.Oth N,all/school_crime.NoCrim N,all/school_crime.Prop N,all/school_crime.Vio N,all/school_crime.ENGroupA,all/school_crime.RangeA,all/school_crime.AvgOfMajor N,all/school_crime.AvgOfOth N,all/school_crime.AvgOfNoCrim N,all/school_crime.AvgOfProp N,all/school_crime.AvgOfVio N,all/school_crime.New Georeferenced Column,all/school_crime.Zip Codes,all/school_crime.Community Districts,all/school_crime.Borough Boundaries,all/school_crime.City Council Districts,all/school_crime.Police Precincts
80,K058,15K058,PS 58(BROOKLYN),K058,330 SMITH STREET,K,15,950,,1,PS 58(BROOKLYN),1.0,0.0,0.0,1.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-88.468425 44.185925),10640,,,,
143,K121,21K121,PS 121(BS),K121,5301 20 AVENUE,K,21,340,,1,PS 121(BS),0.0,2.0,2.0,1.0,1.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-85.172663 32.82151),2680,,,,
223,K191,17K191,PS 191(BROOKLYN),K191,1600 PARK PLACE,K,17,153,,1,PS 191(BROOKLYN),0.0,6.0,3.0,4.0,2.0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-96.323249 30.612945),23553,,,,
561,K625,,150 ALBANY AVENUE CONSOLIDATED LOCATION,,150 ALBANY AVENUE,K,17,770,150 ALBANY AVENUE CONSOLIDATED LOCATION,2,Pathways in Technology Early College High School  |  Academy for Health Careers |  150 ALBANY AVENUE CONSOLIDATED LOCATION,1.0,9.0,11.0,3.0,4.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-93.719616 32.473872),12336,,,,
1854,X420,12X521,THE METROPOLITAN SOUNDVIEW HS(XE),X521,1300 BOYNTON AVENUE,X,12,324,1300 BOYNTON AVENUE CONSOLIDATED LOCATION,4,Pan American International High School at Monroe|The Metropolitan Soundview High School|High School of World Cultures||Monroe Academy for Business and Law|1300 BOYNTON AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-85.848903 33.661033),22617,,,,
1730,X151,,250 EAST 156 STREET CONSOLIDATED LOCATION,,250 EAST 156 STREET,X,7,2111,250 EAST 156 STREET CONSOLIDATED LOCATION,3,P.S./M.S. 031  |  J.H.S. 151  |  KIPP Academy Charter School |  250 EAST 156 STREET CONSOLIDATED LOCATION,1.0,4.0,11.0,1.0,4.0,10C,2001-2500,1.21,7.43,22.93,3.29,4.29,POINT (-72.556438 42.143794),11777,,,,
1837,X405,,3000 EAST TREMONT AVE CONSOLIDATED LOCATION,,3000 EAST TREMONT AVENUE,X,8,2475,3000 EAST TREMONT AVE CONSOLIDATED LOCATION,6,Renaissance High School for Musical Theater & Tech |  Pelham Lab High School |  Schuylerville Preparatory High School |  Bronx River High School |  Herbert H. Lehman High School |  Westchester Square Academy |  3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,4.0,18.0,55.0,13.0,5.0,10C,2001-2500,1.21,7.43,22.93,3.29,4.29,POINT (-73.837651 40.840314),11270,43.0,5.0,12.0,28.0
745,M104,02M104,JHS 104 SIMON BARUCH(MS),M104,330 EAST 21 STREET,M,2,1149,,1,JHS 104 SIMON BARUCH(MS),0.0,2.0,4.0,1.0,0.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-85.899572 43.254215),29130,,,,
875,M234,02M234,PS 234(MANHATTAN),M234,292 GREENWICH STREET,M,2,648,,1,PS 234(MANHATTAN),0.0,0.0,0.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-74.010996 40.716036),11728,56.0,4.0,32.0,1.0
323,K272,18K272,PS 272(BROOKLYN),K272,101-24 SEAVIEW AVENUE,K,18,433,,1,PS 272(BROOKLYN),0.0,0.0,2.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.886598 40.635728),13827,5.0,2.0,8.0,42.0
396,K324,16K267,MS 267 MATH SCIENCE & TECHNOLOGY SCHOOL(BN),K267,800 GATES AVENUE,K,16,252,800 GATES AVENUE CONSOLIDATED LOCATION,3,MS 267 MATH SCIENCE & TECHNOLOGY SCHOOL(BN)| BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL(BN)| LA CIMA CHARTER SCHOOL(BN)| 800 GATES AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-83.575862 42.232857),14170,,,,
6,K003,13K003,PS 3(BROOKLYN),K003,50 JEFFERSON AVENUE,K,13,336,,1,PS 3(BROOKLYN),0.0,0.0,2.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-71.037008 42.411605),16883,,,,
895,M435,04M435,MANHATTAN CENTER FOR SCIENCE & MATHEMATICS(MN),M435,260 PLEASANT AVENUE,M,4,1244,260 PLEASANT AVENUE CONSOLIDATED LOCATION,2,Manhattan Center for Science and Mathematics |  Isaac Newton Middle School for Math & Science |  260 PLEASANT AVENUE CONSOLIDATED LOCATION,,,,,,6C,1001-1250,,,,,,POINT (-73.93365 40.794388),12426,7.0,4.0,35.0,16.0
1031,M920,02M570,SATELLITE ACADEMY HS(MANHATTAN),M570,120 West 30th Street,X,2,180,,1,SATELLITE ACADEMY HS(MANHATTAN),0.0,1.0,3.0,0.0,1.0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-110.970608 32.198595),29970,,,,
393,K320,17K375,PS 375(BROOKLYN),K375,46 MCKEEVER PLACE,K,17,356,46 MCKEEVER PLACE CONSOLIDATED LOCATION,2,Ebbets Field Middle School |  P.S. 375 Jackie Robinson School |  46 MCKEEVER PLACE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-94.302892 36.49436),32607,,,,
8,K006,17K006,PS 6(BROOKLYN),K006,43 SNYDER AVENUE,K,17,681,,1,PS 6(BROOKLYN),0.0,0.0,2.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.956339 40.648615),13510,60.0,2.0,11.0,43.0
976,M535,02M303,THE FACING HISTORY SCHOOL(MANHATTAN),M303,525 WEST 50TH STREET,M,2,292,525 WEST 50TH STREET CONSOLIDATED LOCATION,7,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  Park West HS| Park West Evening|525 WEST  50TH STREET CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,POINT (-80.127267 25.826427),24833,,,,
1213,Q184,25Q184,PS 184(QUEENS),Q184,163-15 21 ROAD,Q,25,490,,1,PS 184(QUEENS),0.0,0.0,1.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-99.160457 40.360521),32303,,,,
1343,Q460,25Q240,VERITAS ACADEMY(QN),Q460,35-01 Union Street,Q,25,439,35-01 Union Street CONSOLIDATED LOCATION,3,Veritas Academy|  Queens High School for Language Studies|  Flushing High School|35-01 Union Street consolidated location,,,,,,3C,251-500,,,,,,POINT (-105.220402 35.57611),14739,,,,
1464,R053,31R053,PS 53(STATEN ISLAND),R053,330 DURANT AVENUE,R,31,750,,1,PS 53(STATEN ISLAND),0.0,0.0,1.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-74.13756 40.552288),10695,15.0,1.0,9.0,76.0
1693,X136,12X186,PS 186(BRONX),X186,2020 Walton Ave,X,12,677,,1,PS 186(BRONX),0.0,4.0,5.0,2.0,1.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.907133 40.852714),10931,6.0,5.0,29.0,29.0
98,K078,84K781,SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH(BS),K781,1420 East 68 Street,K,22,385,1420 East 68 Street CONSOLIDATED LOCATION,2,J.H.S. 078 Roy H. Mann |SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH(BS)  | CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-95.972877 36.064325),15656,,,,
200,K174,19K557,Brooklyn Gardens Elementary School,K557,574 DUMONT AVENUE,K,19,289,574 Dumont Avenue Consolidated Location,2,Brooklyn Gardens Elementary School| School of the Future Brooklyn| 574 Dumont Avenue Consolidated Location,,,,,,3C,251-500,,,,,,POINT (-73.897688 40.665804),17214,45.0,2.0,25.0,47.0
101,K084,14K084,PS 84(BROOKLYN),K084,250 BERRY STREET,K,14,721,,1,PS 84(BROOKLYN),0.0,0.0,1.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-80.225638 40.631612),31734,,,,
361,K302,19K302,IS 302(BN),K661,350 LINWOOD STREET,K,19,440,,1,IS 302(BN),0.0,1.0,3.0,0.0,1.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.88343 40.677165),17215,45.0,2.0,37.0,47.0
618,K987,16K498,BROOKLYN HS FOR LAW & TECHNOLOGY(BN),K498,1396 BROADWAY,K,16,592,,1,BROOKLYN HS FOR LAW & TECHNOLOGY(BN),1.0,4.0,10.0,4.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.920583 40.688656),18181,69.0,2.0,17.0,52.0
1028,M912,02M479,BEACON HIGH SCHOOL (MS),M479,520 West 44th Street,M,2,1060,,1,BEACON HIGH SCHOOL (MS),1.0,5.0,4.0,4.0,1.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-82.60489 27.494712),3326,,,,
1563,X058,09X058,PS 58(BRONX),X058,459 EAST 176 STREET,X,9,435,,1,PS 58(BRONX),0.0,1.0,1.0,1.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-70.985568 42.015941),18632,,,,
41,K027,15K027,AGNES HUMPHREY SCHOOL FOR LEADERSHIP(BS),K676,27 HUNTINGTON STREET,K,15,SCHOOL CLOSED,27 HUNTINGTON STREET CONSOLIDATED LOCATION,2,Red Hook Neighborhood School|Agnes Humphrey School for Leadership|27 HUNTINGTON STREET CONSOLIDATED LOCATION,,,,,,,,,,,,,POINT (-74.454772 40.504599),30129,,,,
1045,Q011,30Q011,PS 11(QN),Q011,54-25 SKILLMAN AVENUE,Q,30,1019,,1,PS 11(QN),0.0,0.0,0.0,0.0,0.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-73.909399 40.745419),14787,53.0,3.0,33.0,66.0
1455,R045,31R045,PS 45(STATEN ISLAND),R045,58 LAWRENCE AVENUE,R,31,833,,1,PS 45(STATEN ISLAND),0.0,0.0,1.0,0.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.68951 41.239937),24214,,,,
1728,X151,07X151,IS 151(XW),X151,250 EAST 156 STREET,X,7,265,250 EAST 156 STREET CONSOLIDATED LOCATION,3,P.S./M.S. 031  |  J.H.S. 151  |  KIPP Academy Charter School |  250 EAST 156 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-72.556438 42.143794),11777,,,,
326,K275,23K518,Kappa V,K518,985 Rockaway Ave,K,23,227,985 ROCKAWAY AVENUE CONSOLIDATED LOCATION,4,Kappa V |  Brooklyn Democracy Academy |Leadership Preparatory Brownsville Charter School |Metropolitan Diploma Plus High School |  985 ROCKAWAY AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-73.907168 40.655694),17614,55.0,2.0,25.0,46.0
1637,X102,12X102,PS 102(XE),X531,1827 ARCHER STREET,X,12,473,1827 ARCHER STREET CONSOLIDATED LOCATION,2,PS 102 |  Bronx Little School |  1827 ARCHER STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.865937 40.837631),11269,58.0,5.0,31.0,26.0
444,K398,,60 EAST  94 STREET CONSOLIDATED LOCATION,,60 EAST  94 STREET,K,17,503,60 EAST  94 STREET CONSOLIDATED LOCATION,2,P.S. 398 Walter Weaver |  P.S. 770 New American Academy |  60 EAST  94 STREET CONSOLIDATED LOCATION,0.0,1.0,1.0,0.0,1.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.92737 40.663934),17614,61.0,2.0,17.0,40.0
184,K161,84K741,SUCCESS ACADEMY CHARTER SCHOOL - CROWN HEIGHTS - BROOKLYN 7(BS),K741,330 CROWN STREET,K,17,637,330 CROWN STREET CONSOLIDATED LOCATION,2,P.S. 161 The Crown|SUCCESS ACADEMY CHARTER SCHOOL - CROWN HEIGHTS - BROOKLYN 7(BS)|330 CROWN STREET CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,POINT (-73.949206 40.6662),13509,17.0,2.0,48.0,44.0
933,M470,03M417,FRANK MCCOURT HS(MN),M417,145 WEST 84 STREET,M,3,313,145 WEST 84 STREET CONSOLIDATED LOCATION,6,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS(MANHATTAN)|THE GLOBAL LEARNING COLLABORATIVE(MANHATTAN)|INNOVATION DIPLOMA PLUS(MANHATTAN)|FRANK MCCOURT HS(MN)|LOUIS D. BRANDEIS HS(MN)| BRANDEIS YABC(MN)|145 WEST 84 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-76.498753 38.977619),28576,,,,
939,M475,75M226,P 226@HLTH PROF. & HUM. SER.(MS),M226,345 EAST 15TH STREET,M,2,244,345 EAST 15TH STREET CONSOLIDATED LOCATION,3,P.S. M226 |  Institute for Collaborative Education |  High School for Health Professions and Human Servi |  345 EAST  15TH STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-81.965449 34.949187),14044,,,,
851,M190,02M290,PS 290(MANHATTAN),M290,311 EAST 82 STREET,M,2,587,,1,PS 290(MANHATTAN),0.0,0.0,0.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-84.922755 42.442711),5068,,,,
356,K296,32K562,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION(BN),K562,125 COVERT STREET,K,32,348,125 COVERT STREET CONSOLIDATED LOCATION,2,IS 296 THE ANNA GONZALEZ COMMUNITY SCHOOL(BN)  | EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION(BN)  |125 COVERT STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.909921 40.688733),17214,42.0,2.0,37.0,53.0
1602,X082,09X232,IS 232(XW),X232,1700 MACOMBS ROAD,X,9,499,1700 MACOMBS ROAD CONSOLIDATED LOCATION,3,I.S. 232 |  I.S. X303 Leadership & Community Service |  Academy for Language and Technology |  1700 MACOMBS ROAD CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.916026 40.849528),10931,6.0,5.0,29.0,29.0
678,M045,,2351 FIRST AVENUE CONSOLIDATED LOCATION,,2351 FIRST AVENUE,M,4,965,2351 FIRST AVENUE CONSOLIDATED LOCATION,3,COALITION SCHOOL FOR SOCIAL CHANGE(MN)| RIVER EAST ELEMENTARY (MANHATTAN|HARLEM VILLAGE ACADEMIES LEADERSHIP CHARTER SCHOOL(MN)|2351 FIRST AVENUE CONSOLIDATED LOCATION,1.0,5.0,8.0,3.0,2.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-87.38128 39.478451),16522,,,,
1127,Q100,27Q100,PS 100(QS),Q100,111-11 118 STREET,Q,27,900,,1,PS 100(QS),0.0,1.0,1.0,1.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-95.849361 36.325077),28359,,,,
1347,Q465,27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL(QS),Q260,821 BAY 25 STREET,Q,27,306,821 BAY 25 STREET CONSOLIDATED LOCATION,4,"FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL(QS)| KAPPA VI(QS)|QUEENS HS FOR INFORMATION,RESEARCH & TECHNOLOGY (QUEENS)|ACADEMY OF MEDICAL TECHNOLOGY(QS)|FAR ROCKAWAY HS(QS)| 821 BAY 25 STREET CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,POINT (-73.762743 40.601827),20529,51.0,3.0,47.0,59.0
812,M152,06M152,PS 152(MANHATTAN),M152,93 NAGLE AVENUE,M,6,512,,1,PS 152(MANHATTAN),0.0,0.0,2.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.92798 40.860411),13098,47.0,4.0,39.0,22.0
119,K101,21K101,PS 101(BS),K101,2360 BENSON AVENUE,K,21,875,,1,PS 101(BS),0.0,0.0,3.0,0.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.99155 40.597786),17616,1.0,2.0,45.0,37.0
651,M025,01M509,Marta Valle High School,M509,145 STANTON STREET,M,1,104,145 STANTON STREET CONSOLIDATED LOCATION,3,Marta Valle High School |  Lower East Side Preparatory High School |  145 STANTON STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-73.985734 40.720616),11723,70.0,4.0,50.0,4.0
713,M075,03M250,M.S. 250 West Side Collaborative Middle School,M250,735 WEST END AVENUE,M,3,172,735 WEST END AVENUE CONSOLIDATED LOCATION,2,P.S. 075 Emily Dickinson| M.S. 250 West Side Collaborative Middle School| 735 WEST END AVENUE CONSOLDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-73.973432 40.794954),12422,20.0,4.0,19.0,15.0
788,M132,,185 WADSWORTH AVENUE CONSOLIDATED LOCATION,,185 WADSWORTH AVENUE,M,6,643,185 WADSWORTH AVENUE CONSOLIDATED LOCATION,2,Dos Puentes Elementary School | P.S. 132 Juan Pable Duarte| 185 WADSWORTH AVENUE CONSOLIDATED LOCATION,0.0,0.0,2.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.934329 40.850715),13091,47.0,4.0,39.0,22.0
531,K500,18K500,CANARSIE HS(BS),K617,1600 ROCKAWAY PARKWAY,K,18,SCHOOL CLOSED,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,4,Canarsie HS | High School for Innovation in Advertising and Medi |  High School for Medical Professions |  Urban Action Academy |  1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,,,,,,,,,,,,,POINT (-73.897959 40.641223),13827,5.0,2.0,8.0,42.0
705,M064,,600 EAST  6 STREET CONSOLIDATED LOCATION,,600 EAST  6 STREET,M,1,904,600 EAST  6 STREET CONSOLIDATED LOCATION,3,P.S. 064 Robert Simon |  Earth School |  Tompkins Square Middle School |  600 EAST  6 STREET CONSOLIDATED LOCATION,0.0,1.0,1.0,1.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-81.498757 28.670732),3474,,,,
1139,Q114,27Q114,PS/MS 114 BELLE HARBOR(QUEENS),Q114,134-01 CRONSTON AVENUE,Q,27,625,,1,PS/MS 114 BELLE HARBOR(QUEENS),0.0,0.0,0.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.85429 40.578313),20532,51.0,3.0,41.0,58.0
218,K185,20K185,PS 185(BROOKLYN),K185,8601 RIDGE BOULEVARD,K,20,655,,1,PS 185(BROOKLYN),0.0,1.0,0.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-74.033906 40.623699),17216,10.0,2.0,44.0,41.0
731,M090,,21 JUMEL PLACE CONSOLIDATED LOCATION,,21 JUMEL PLACE,M,6,1790,21 JUMEL PLACE CONSOLIDATED LOCATION,3,M.S. 319 - Maria Teresa| M.S. 324 - Patria Mirabal| KIPP Washington Heights Middle School| 21 JUMEL PLACE CONSOLIDATED LOCATION,0.0,2.0,5.0,0.0,2.0,9C,1751-2000,1.35,4.73,18.5,2.46,2.92,POINT (-73.936048 40.839491),13090,47.0,4.0,39.0,21.0
312,K268,18K268,PS 268(BROOKLYN),K268,133 EAST 53 STREET,K,18,338,,1,PS 268(BROOKLYN),1.0,1.0,1.0,1.0,1.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-114.3123 47.314046),6944,,,,
1652,X113,11X287,North Bronx School of Empowerment,X287,3710 BARNES AVENUE,X,11,598,3710 BARNES AVENUE CONSOLIDATED LOCATION,2,North Bronx School of Empowerment|Leaders of Tomorrow|3710 BARNES AVENUE CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,POINT (-73.860905 40.880906),11605,29.0,5.0,2.0,30.0
1604,X082,09X365,ACADEMY FOR LANGUAGE & TECHNOLOGY(XW),X365,1700 Macombs Road,X,9,249,1700 MACOMBS ROAD CONSOLIDATED LOCATION,3,I.S. 232 |  I.S. X303 Leadership & Community Service |  Academy for Language and Technology |  1700 MACOMBS ROAD CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-73.916026 40.849528),10931,6.0,5.0,29.0,29.0
1517,X020,75X168,P168(XW),X168,3050 WEBSTER AVENUE,X,10,531,3050 WEBSTER AVENUE CONSOLIDATED LOCATION,2,PS 20(BRONX)| P168(XW)| 3050 WEBSTER AVENUE CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,POINT (-73.879197 40.869771),11605,24.0,5.0,40.0,34.0
162,K142,15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES(BS),K448,610 HENRY STREET,K,15,585,610 HENRY STREET CONSOLIDATED LOCATION,3,P.S. 146 |  Brooklyn Secondary School for Collaborative Studie | IS 823|   610 HENRY STREET CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,POINT (-74.196668 40.673383),17001,,,,
209,K179,20K179,PS 179(BROOKLYN),K179,202 AVENUE C,K,20,851,,1,PS 179(BROOKLYN),1.0,0.0,0.0,1.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-97.397987 32.141664),21096,,,,
1645,X108,11X108,PS 108(XE),X108,1166 NEIL AVENUE,X,11,574,,1,PS 108(XE),0.0,0.0,1.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-84.406175 40.548708),2075,,,,
111,K094,15K094,PS 94(BROOKLYN),K094,5010 SIXTH AVENUE,K,15,1363,,1,PS 94(BROOKLYN),0.0,1.0,2.0,1.0,0.0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,POINT (-118.323608 33.997448),23674,,,,
1750,X162,,600 ST. ANNS AVENUE CONSOLIDATED LOCATION,,600 ST. ANNS AVENUE,X,7,1055,600 ST. ANNS AVENUE CONSOLIDATED LOCATION,3,HOSTOS LINCOLN ACADEMY OF SCIENCE(XW)|University Prep CHARTER SCHOOL(XW)|IS 584|600 ST. ANNS AVENUE CONSOLIDATED LOCATION,1.0,1.0,4.0,1.0,1.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-134.389659 58.272937),21077,,,,
246,K214,19K214,PS 214(BROOKLYN),K214,2944 PITKIN AVENUE,K,19,826,,1,PS 214(BROOKLYN),0.0,1.0,0.0,1.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.863084 40.676525),17215,45.0,2.0,37.0,47.0
94,K072,,605 SHEPHERD AVENUE CONSOLIDATED LOCATION,,605 Shepherd Ave,K,19,754,605 SHEPHERD AVENUE CONSOLIDATED LOCATION,3,PS 72| East New York Elementary School of Excellence |  East New York Middle School of Excellence |  605 SHEPHERD AVENUE CONSOLIDATED LOCATION,1.0,0.0,2.0,0.0,1.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.879628 40.669455),17215,45.0,2.0,25.0,47.0
1446,R039,31R039,PS 39(STATEN ISLAND),R039,71 SAND LANE,R,31,550,,1,PS 39(STATEN ISLAND),0.0,0.0,0.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-74.071435 40.597622),10692,30.0,1.0,14.0,76.0
57,K040,16K040,PS 40,K040,265 RALPH AVENUE,K,16,293,265 RALPH AVENUE CONSOLIDATED LOCATION,2,PS 40 |  Gotham Professional Arts Academy |  265 RALPH AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.922178 40.680114),13516,69.0,2.0,17.0,52.0
1240,Q202,,138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,,138-30 LAFAYETTE STREET,Q,27,1586,138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,2,J.H.S. 202 Robert H. Goddard |  Robert H. Goddard High School of Communication Art |  138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,0.0,2.0,12.0,0.0,2.0,8C,1501-1750,0.45,2.95,7.14,1.48,1.6,POINT (-90.07619 30.357766),29378,,,,
291,K251,22K251,PS 251(BROOKLYN),K251,1037 EAST 54 STREET,K,22,464,,1,PS 251(BROOKLYN),0.0,0.0,2.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-114.109829 46.314876),6941,,,,
426,K377,84K784,ACHIEVEMENT FIRST NORTH BROOKLYN PREP CHARTER SCHOOL(BN),K784,200 WOODBINE STREET,K,32,402,200 WOODBINE STREET CONSOLIDATED LOCATION,2,P.S. 377 Alejandrina B. De Gautier|ACHIEVEMENT FIRST NORTH BROOKLYN PREP CHARTER SCHOOL(BN)|200 WOODBINE STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.915323 40.69398),18181,42.0,2.0,37.0,53.0
1235,Q199,24Q199,PS 199(QN),Q199,39-20 48 AVENUE,Q,24,811,,1,PS 199(QN),0.0,0.0,1.0,0.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-87.86745 42.601243),5034,,,,
1328,Q430,26Q430,FRANCIS LEWIS HS(QN),Q430,58-20 UTOPIA PARKWAY,Q,26,3532,,1,FRANCIS LEWIS HS(QN),1.0,10.0,8.0,6.0,4.0,12C,3001-4000,1.67,7.33,11.33,4.33,3.33,POINT (-73.792891 40.740375),14507,26.0,3.0,3.0,69.0
979,M535,71M903,PARK WEST EVENING,M903,525 WEST 50TH STREET,M,71,EVENING SCHOOL,525 WEST 50TH STREET CONSOLIDATED LOCATION,7,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  Park West HS| Park West Evening|525 WEST  50TH STREET CONSOLIDATED LOCATION",,,,,,,,,,,,,POINT (-80.127267 25.826427),24833,,,,
1786,X192,08X392,BRONX DELTA SCHOOL(XE),X392,650 Hollywood Avenue,X,8,240,650 Hollywood Avenue CONSOLIDATED LOCATION,3,IS 192(XE)|URBAN INSTITUTE OF MATHEMATICS (BRONX)|BRONX DELTA SCHOOL(XE)|MOTT HALL COMMUNITY SCHOOL(XE)|650 Hollywood Avenue CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-73.818473 40.826596),11274,43.0,5.0,12.0,28.0
953,M490,03M299,HS FOR ARTS IMAGINATION & INQUIRY(MN),M299,122 AMSTERDAM AVENUE,M,3,391,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,5,"High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,POINT (-74.277678 40.657145),17004,,,,
