all/school_gender.csv.DBN,all/school_gender.csv.chool Name,all/school_gender.csv.Grade,all/school_gender.csv.Year,all/school_gender.csv.Category,all/school_gender.csv.Number Tested,all/school_gender.csv.Mean Scale Score,all/school_gender.csv.Level1_N,all/school_gender.csv.Level1_%,all/school_gender.csv.Level2_N,all/school_gender.csv.Level2_%,all/school_gender.csv.Level3_N,all/school_gender.csv.Level3_%,all/school_gender.csv.Level4_N,all/school_gender.csv.Level4_%,all/school_gender.csv.Level3+4_N,all/school_gender.csv.Level3+4_%
10X095,PS 095 SHEILA MENCHER,3,2016,Male,63,294.0,28.0,44.4,23.0,36.5,10.0,15.9,2.0,3.2,12.0,19.0
28Q040,PS 040 SAMUEL HUNTINGTON,4,2017,Male,48,280.0,30.0,62.5,10.0,20.8,5.0,10.4,3.0,6.3,8.0,16.7
22K236,PS 236 MILL BASIN,5,2015,Male,39,320.0,7.0,17.9,14.0,35.9,7.0,17.9,11.0,28.2,18.0,46.2
05M318,THURGOOD MARSHALL ACADEMY LOWER SCHOOL,3,2017,Female,24,324.0,0.0,0.0,11.0,45.8,11.0,45.8,2.0,8.3,13.0,54.2
05M092,PS 092 MARY MCLEOD BETHUNE,All Grades,2015,Female,49,291.0,23.0,46.9,15.0,30.6,9.0,18.4,2.0,4.1,11.0,22.4
24Q239,PS 239,3,2015,Female,46,299.0,18.0,39.1,17.0,37.0,11.0,23.9,0.0,0.0,11.0,23.9
07X030,PS 030 WILTON,All Grades,2015,Female,122,282.0,64.0,52.5,45.0,36.9,12.0,9.8,1.0,0.8,13.0,10.7
13K044,PS 044 MARCUS GARVEY,5,2017,Male,12,284.0,6.0,50.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
31R013,PS 013 M L LINDEMEYER,3,2017,Female,69,314.0,11.0,15.9,26.0,37.7,25.0,36.2,7.0,10.1,32.0,46.4
14K120,PS 120 CARLOS TAPIA,4,2013,Male,31,279.0,17.0,54.8,12.0,38.7,1.0,3.2,1.0,3.2,2.0,6.5
22K134,PS K134,5,2013,Female,31,317.0,4.0,12.9,13.0,41.9,10.0,32.3,4.0,12.9,14.0,45.2
03M208,PS 208 ALAIN L LOCKE,3,2016,Male,18,290.0,8.0,44.4,7.0,38.9,3.0,16.7,0.0,0.0,3.0,16.7
04M825,ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,6,2015,Female,36,289.0,11.0,30.6,22.0,61.1,2.0,5.6,1.0,2.8,3.0,8.3
15K107,PS 107 JOHN W KIMBALL,3,2015,Female,59,335.0,1.0,1.7,7.0,11.9,40.0,67.8,11.0,18.6,51.0,86.4
27Q114,PSMS 114 BELLE HARBOR,5,2013,Male,57,322.0,5.0,8.8,23.0,40.4,20.0,35.1,9.0,15.8,29.0,50.9
18K268,PS 268 EMMA LAZARUS,3,2017,Female,29,296.0,15.0,51.7,8.0,27.6,4.0,13.8,2.0,6.9,6.0,20.7
32K106,PS 106 EDWARD EVERETT HALE,3,2013,Female,53,290.0,30.0,56.6,15.0,28.3,8.0,15.1,0.0,0.0,8.0,15.1
08X146,PS 146 EDWARD COLLINS,All Grades,2017,Female,72,301.0,22.0,30.6,25.0,34.7,25.0,34.7,0.0,0.0,25.0,34.7
13K282,PS 282 PARK SLOPE,5,2013,Female,58,313.0,8.0,13.8,24.0,41.4,23.0,39.7,3.0,5.2,26.0,44.8
28Q144,PS 144 COL JEROMUS REMSEN,All Grades,2014,Female,173,323.0,26.0,15.0,35.0,20.2,70.0,40.5,42.0,24.3,112.0,64.7
17K722,NEW HEIGHTS MIDDLE SCHOOL,All Grades,2017,Female,106,300.0,21.0,19.8,60.0,56.6,19.0,17.9,6.0,5.7,25.0,23.6
27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,3,2016,Male,52,305.0,12.0,23.1,24.0,46.2,16.0,30.8,0.0,0.0,16.0,30.8
12X383,EMOLIOR ACADEMY,8,2014,Male,41,269.0,27.0,65.9,13.0,31.7,1.0,2.4,0.0,0.0,1.0,2.4
29Q138,PSMS 138 SUNRISE,7,2017,Male,59,296.0,20.0,33.9,28.0,47.5,9.0,15.3,2.0,3.4,11.0,18.6
05M092,PS 092 MARY MCLEOD BETHUNE,All Grades,2013,Male,46,285.0,23.0,50.0,19.0,41.3,3.0,6.5,1.0,2.2,4.0,8.7
19K346,PS 346 ABE STARK,3,2016,Male,52,282.0,28.0,53.8,17.0,32.7,7.0,13.5,0.0,0.0,7.0,13.5
28Q332,REDWOOD MIDDLE SCHOOL,6,2017,Female,45,292.0,13.0,28.9,26.0,57.8,5.0,11.1,1.0,2.2,6.0,13.3
08X071,PS 071 ROSE E SCALA,6,2014,Female,90,309.0,12.0,13.3,47.0,52.2,13.0,14.4,18.0,20.0,31.0,34.4
30Q076,PS 076 WILLIAM HALLET,3,2013,Male,30,281.0,19.0,63.3,10.0,33.3,1.0,3.3,0.0,0.0,1.0,3.3
30Q078,PSIS 78Q,4,2017,Female,20,335.0,1.0,5.0,2.0,10.0,9.0,45.0,8.0,40.0,17.0,85.0
03M452,PS 452,All Grades,2015,Male,52,323.0,7.0,13.5,11.0,21.2,21.0,40.4,13.0,25.0,34.0,65.4
31R006,PS 6 CORPORAL ALLAN F KIVLEHAN SCHOOL,All Grades,2017,Female,135,322.0,11.0,8.1,53.0,39.3,43.0,31.9,28.0,20.7,71.0,52.6
31R002,IS R002 GEORGE L EGBERT,6,2017,Female,140,315.0,13.0,9.3,67.0,47.9,25.0,17.9,35.0,25.0,60.0,42.9
32K086,PS 086 THE IRVINGTON,All Grades,2015,Female,110,289.0,49.0,44.5,46.0,41.8,8.0,7.3,7.0,6.4,15.0,13.6
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,7,2013,Female,23,295.0,8.0,34.8,12.0,52.2,3.0,13.0,0.0,0.0,3.0,13.0
09X311,LUCERO ELEMENTARY SCHOOL,4,2016,Female,40,282.0,20.0,50.0,14.0,35.0,5.0,12.5,1.0,2.5,6.0,15.0
08X562,BLUEPRINT MIDDLE SCHOOL,All Grades,2013,Male,52,274.0,33.0,63.5,16.0,30.8,3.0,5.8,0.0,0.0,3.0,5.8
29Q181,PS 181 BROOKFIELD,5,2016,Male,29,300.0,7.0,24.1,11.0,37.9,11.0,37.9,0.0,0.0,11.0,37.9
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,All Grades,2014,Male,106,266.0,76.0,71.7,28.0,26.4,1.0,0.9,1.0,0.9,2.0,1.9
19K108,PS 108 SAL ABBRACCIAMENTO,3,2017,Male,71,310.0,23.0,32.4,16.0,22.5,22.0,31.0,10.0,14.1,32.0,45.1
24Q199,PS 199 MAURICE A FITZGERALD,4,2015,Female,81,310.0,16.0,19.8,36.0,44.4,15.0,18.5,14.0,17.3,29.0,35.8
20K682,THE ACADEMY OF TALENTED SCHOLARS,All Grades,2017,Female,73,328.0,6.0,8.2,21.0,28.8,28.0,38.4,18.0,24.7,46.0,63.0
08X182,PS 182,4,2016,Female,86,317.0,14.0,16.3,33.0,38.4,19.0,22.1,20.0,23.3,39.0,45.3
14K257,PS 257 JOHN F HYLAN,3,2014,Male,28,318.0,5.0,17.9,8.0,28.6,11.0,39.3,4.0,14.3,15.0,53.6
20K247,PS 247 BROOKLYN,4,2016,Female,57,328.0,2.0,3.5,14.0,24.6,23.0,40.4,18.0,31.6,41.0,71.9
10X085,PS 085 GREAT EXPECTATIONS,4,2017,Female,80,291.0,27.0,33.8,39.0,48.8,11.0,13.8,3.0,3.8,14.0,17.5
24Q049,PS 049 DOROTHY BONAWIT KOLE,5,2017,Male,63,310.0,13.0,20.6,23.0,36.5,21.0,33.3,6.0,9.5,27.0,42.9
26Q018,PS 018 WINCHESTER,All Grades,2015,Female,123,320.0,18.0,14.6,37.0,30.1,40.0,32.5,28.0,22.8,68.0,55.3
31R078,PS 78,3,2017,Female,67,289.0,32.0,47.8,25.0,37.3,9.0,13.4,1.0,1.5,10.0,14.9
28Q161,PS 161 ARTHUR ASHE SCHOOL,4,2017,Female,57,322.0,3.0,5.3,17.0,29.8,28.0,49.1,9.0,15.8,37.0,64.9
28Q117,PS 117 J KELD  BRIARWOOD SCHOOL,All Grades,2017,Male,231,301.0,79.0,34.2,81.0,35.1,46.0,19.9,25.0,10.8,71.0,30.7
25Q021,PS 021 EDWARD HART,5,2017,Male,111,311.0,26.0,23.4,37.0,33.3,26.0,23.4,22.0,19.8,48.0,43.2
05M175,PS 175 HENRY H GARNET,3,2015,Male,24,271.0,19.0,79.2,4.0,16.7,1.0,4.2,0.0,0.0,1.0,4.2
24Q049,PS 049 DOROTHY BONAWIT KOLE,5,2015,Female,69,317.0,9.0,13.0,26.0,37.7,27.0,39.1,7.0,10.1,34.0,49.3
16K035,MS 035 STEPHEN DECATUR,8,2017,Male,33,300.0,6.0,18.2,20.0,60.6,5.0,15.2,2.0,6.1,7.0,21.2
22K139,PS 139 ALEXINE A FENTY,3,2016,Male,76,295.0,30.0,39.5,23.0,30.3,22.0,28.9,1.0,1.3,23.0,30.3
28Q160,PS 160 WALTER FRANCIS BISHOP,3,2017,Male,52,297.0,21.0,40.4,14.0,26.9,16.0,30.8,1.0,1.9,17.0,32.7
16K385,CHOOL OF BUSINESS FINANCE AND ENTREPRENEURSHIP,All Grades,2016,Female,21,294.0,7.0,33.3,11.0,52.4,2.0,9.5,1.0,4.8,3.0,14.3
25Q244,THE ACTIVE LEARNING ELEMENTARY SCHOOL,All Grades,2015,Female,30,323.0,2.0,6.7,11.0,36.7,14.0,46.7,3.0,10.0,17.0,56.7
22K381,I S 381,All Grades,2014,Female,173,303.0,35.0,20.2,96.0,55.5,27.0,15.6,15.0,8.7,42.0,24.3
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,All Grades,2015,Female,150,294.0,53.0,35.3,66.0,44.0,26.0,17.3,5.0,3.3,31.0,20.7
28Q054,PS 054 HILLSIDE,5,2014,Female,30,296.0,11.0,36.7,13.0,43.3,3.0,10.0,3.0,10.0,6.0,20.0
09X035,PS 035 FRANZ SIEGEL,3,2016,Male,66,292.0,30.0,45.5,17.0,25.8,19.0,28.8,0.0,0.0,19.0,28.8
30Q291,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,6,2016,Female,50,312.0,6.0,12.0,22.0,44.0,13.0,26.0,9.0,18.0,22.0,44.0
32K376,PS 376,3,2016,Female,55,328.0,7.0,12.7,12.0,21.8,27.0,49.1,9.0,16.4,36.0,65.5
14K059,PS 059 WILLIAM FLOYD,3,2016,Male,18,319.0,0.0,0.0,12.0,66.7,6.0,33.3,0.0,0.0,6.0,33.3
11X272,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,7,2015,Female,29,285.0,15.0,51.7,8.0,27.6,6.0,20.7,0.0,0.0,6.0,20.7
09X505,BRONX SCHOOL FOR LAW GOVERNMENT AND JUSTICE,8,2017,Male,31,314.0,3.0,9.7,10.0,32.3,14.0,45.2,4.0,12.9,18.0,58.1
19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,6,2017,Female,35,278.0,22.0,62.9,10.0,28.6,2.0,5.7,1.0,2.9,3.0,8.6
25Q200,PSMS 200  THE POMONOK SCHOOL & STAR ACADEMY,4,2017,Female,20,300.0,6.0,30.0,11.0,55.0,1.0,5.0,2.0,10.0,3.0,15.0
29Q038,PS 038 ROSEDALE,All Grades,2017,Male,62,302.0,19.0,30.6,21.0,33.9,20.0,32.3,2.0,3.2,22.0,35.5
04M182,THE BILINGUAL BICULTURAL SCHOOL,3,2013,Female,36,298.0,13.0,36.1,19.0,52.8,3.0,8.3,1.0,2.8,4.0,11.1
09X070,PS 070 MAX SCHOENFELD,3,2014,Male,125,268.0,84.0,67.2,30.0,24.0,11.0,8.8,0.0,0.0,11.0,8.8
02M104,JHS 104 SIMON BARUCH,All Grades,2013,Female,470,317.0,63.0,13.4,160.0,34.0,152.0,32.3,95.0,20.2,247.0,52.6
27Q043,PS 043,5,2016,Female,61,286.0,32.0,52.5,19.0,31.1,7.0,11.5,3.0,4.9,10.0,16.4
10X009,PS 9 RYER AVENUE ELEMENTARY SCHOOL,3,2014,Female,50,287.0,22.0,44.0,23.0,46.0,5.0,10.0,0.0,0.0,5.0,10.0
12X273,FREDERICK DOUGLASS ACADEMY V MIDDLE SCHOOL,8,2014,Male,40,276.0,22.0,55.0,16.0,40.0,2.0,5.0,0.0,0.0,2.0,5.0
01M020,PS 020 ANNA SILVER,4,2014,Female,30,307.0,6.0,20.0,13.0,43.3,8.0,26.7,3.0,10.0,11.0,36.7
31R060,PS 060 ALICE AUSTEN,5,2017,Male,81,304.0,25.0,30.9,30.0,37.0,17.0,21.0,9.0,11.1,26.0,32.1
10X141,RIVERDALE  KINGSBRIDGE ACADEMY  MIDDLE SCHOOL  HS 141,All Grades,2017,Female,326,318.0,37.0,11.3,106.0,32.5,104.0,31.9,79.0,24.2,183.0,56.1
03M199,PS 199 JESSIE ISADOR STRAUS,3,2017,Female,68,351.0,1.0,1.5,7.0,10.3,28.0,41.2,32.0,47.1,60.0,88.2
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE,All Grades,2014,Female,73,269.0,47.0,64.4,25.0,34.2,1.0,1.4,0.0,0.0,1.0,1.4
23K165,PS 165 IDA POSNER,4,2016,Female,11,301.0,4.0,36.4,4.0,36.4,2.0,18.2,1.0,9.1,3.0,27.3
19K089,PS 089 CYPRESS HILLS,6,2017,Female,22,289.0,10.0,45.5,8.0,36.4,3.0,13.6,1.0,4.5,4.0,18.2
09X114,PS X114  LUIS LLORENS TORRES SCHOOLS,3,2016,Female,62,298.0,26.0,41.9,20.0,32.3,16.0,25.8,0.0,0.0,16.0,25.8
12X214,PS 214,8,2013,Male,72,278.0,35.0,48.6,26.0,36.1,9.0,12.5,2.0,2.8,11.0,15.3
06M005,PS 005 ELLEN LURIE,All Grades,2015,Male,141,269.0,90.0,63.8,42.0,29.8,9.0,6.4,0.0,0.0,9.0,6.4
14K132,PS 132 THE CONSELYEA SCHOOL,5,2016,Male,45,316.0,9.0,20.0,13.0,28.9,14.0,31.1,9.0,20.0,23.0,51.1
12X316,KAPPA III,6,2017,Male,61,282.0,31.0,50.8,18.0,29.5,7.0,11.5,5.0,8.2,12.0,19.7
17K397,PS 397 FOSTER LAURIE,4,2016,Male,21,298.0,5.0,23.8,11.0,52.4,5.0,23.8,0.0,0.0,5.0,23.8
10X340,PS 340,5,2016,Female,47,298.0,15.0,31.9,17.0,36.2,14.0,29.8,1.0,2.1,15.0,31.9
15K039,PS 039 HENRY BRISTOW,All Grades,2013,Female,72,325.0,9.0,12.5,20.0,27.8,21.0,29.2,22.0,30.6,43.0,59.7
09X058,PS 058,3,2017,Female,35,303.0,9.0,25.7,15.0,42.9,8.0,22.9,3.0,8.6,11.0,31.4
13K008,PS 008 ROBERT FULTON,All Grades,2016,Female,248,334.0,9.0,3.6,53.0,21.4,100.0,40.3,86.0,34.7,186.0,75.0
22K277,PS 277 GERRITSEN BEACH,5,2017,Male,29,318.0,2.0,6.9,14.0,48.3,7.0,24.1,6.0,20.7,13.0,44.8
23K041,PS 041 FRANCIS WHITE,6,2017,Male,22,275.0,16.0,72.7,4.0,18.2,0.0,0.0,2.0,9.1,2.0,9.1
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,All Grades,2014,Male,50,273.0,23.0,46.0,17.0,34.0,8.0,16.0,2.0,4.0,10.0,20.0
14K577,CONSELYEA PREPARATORY SCHOOL,8,2017,Male,54,317.0,8.0,14.8,15.0,27.8,20.0,37.0,11.0,20.4,31.0,57.4
03M191,THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS,8,2015,Female,30,291.0,8.0,26.7,18.0,60.0,3.0,10.0,1.0,3.3,4.0,13.3
02M198,PS 198 ISADOR E IDA STRAUS,5,2013,Female,34,294.0,15.0,44.1,14.0,41.2,4.0,11.8,1.0,2.9,5.0,14.7
09X413,BRONX HS FOR MEDICAL SCIENCE,7,2016,Male,19,303.0,5.0,26.3,8.0,42.1,6.0,31.6,0.0,0.0,6.0,31.6
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,6,2013,Female,46,293.0,16.0,34.8,25.0,54.3,4.0,8.7,1.0,2.2,5.0,10.9
08X072,PS 072 DR WILLIAM DORNEY,3,2013,Female,51,294.0,22.0,43.1,17.0,33.3,12.0,23.5,0.0,0.0,12.0,23.5
25Q079,PS 079 FRANCIS LEWIS,5,2017,Female,74,326.0,11.0,14.9,16.0,21.6,21.0,28.4,26.0,35.1,47.0,63.5
22K193,PS 193 GIL HODGES,5,2015,Female,70,306.0,18.0,25.7,29.0,41.4,16.0,22.9,7.0,10.0,23.0,32.9
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,All Grades,2013,Female,331,319.0,27.0,8.2,131.0,39.6,113.0,34.1,60.0,18.1,173.0,52.3
28Q008,JHS 008 RICHARD S GROSSLEY,8,2016,Male,66,284.0,24.0,36.4,34.0,51.5,7.0,10.6,1.0,1.5,8.0,12.1
03M180,PS 180 HUGO NEWMAN,4,2015,Female,31,299.0,9.0,29.0,14.0,45.2,7.0,22.6,1.0,3.2,8.0,25.8
15K172,PS 172 BEACON SCHOOL OF EXCELLENCE,3,2014,Male,48,327.0,1.0,2.1,7.0,14.6,38.0,79.2,2.0,4.2,40.0,83.3
21K303,IS 303 HERBERT S EISENBERG,All Grades,2014,Male,269,298.0,74.0,27.5,135.0,50.2,44.0,16.4,16.0,5.9,60.0,22.3
03M243,MS 243 CENTER SCHOOL,All Grades,2013,Male,112,335.0,2.0,1.8,18.0,16.1,54.0,48.2,38.0,33.9,92.0,82.1
29Q034,PS 034 JOHN HARVARD,5,2017,Male,40,303.0,17.0,42.5,13.0,32.5,3.0,7.5,7.0,17.5,10.0,25.0
32K383,JHS 383 PHILIPPA SCHUYLER,7,2013,Female,144,319.0,12.0,8.3,55.0,38.2,51.0,35.4,26.0,18.1,77.0,53.5
09X232,IS 232,7,2017,Male,70,282.0,34.0,48.6,26.0,37.1,9.0,12.9,1.0,1.4,10.0,14.3
07X296,OUTH BRONX ACADEMY FOR APPLIED MEDIA,8,2014,Female,71,276.0,45.0,63.4,21.0,29.6,5.0,7.0,0.0,0.0,5.0,7.0
04M375,MOSAIC PREPARATORY ACADEMY,All Grades,2017,Male,58,294.0,23.0,39.7,26.0,44.8,8.0,13.8,1.0,1.7,9.0,15.5
01M020,PS 020 ANNA SILVER,3,2017,Male,43,278.0,23.0,53.5,18.0,41.9,2.0,4.7,0.0,0.0,2.0,4.7
31R861,TATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,4,2015,Female,39,315.0,6.0,15.4,16.0,41.0,8.0,20.5,9.0,23.1,17.0,43.6
06M278,PAULA HEDBAVNY SCHOOL,6,2014,Male,32,303.0,5.0,15.6,19.0,59.4,4.0,12.5,4.0,12.5,8.0,25.0
24Q077,IS 077,6,2017,Female,184,291.0,64.0,34.8,82.0,44.6,24.0,13.0,14.0,7.6,38.0,20.7
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,6,2017,Female,135,337.0,1.0,0.7,27.0,20.0,34.0,25.2,73.0,54.1,107.0,79.3
18K276,PS 276 LOUIS MARSHALL,All Grades,2016,Male,154,295.0,58.0,37.7,54.0,35.1,32.0,20.8,10.0,6.5,42.0,27.3
11X108,PS 108 PHILIP J ABINANTI,3,2014,Female,48,319.0,7.0,14.6,17.0,35.4,19.0,39.6,5.0,10.4,24.0,50.0
11X121,PS 121 THROOP,5,2016,Female,70,301.0,22.0,31.4,26.0,37.1,14.0,20.0,8.0,11.4,22.0,31.4
02M234,PS 234 INDEPENDENCE SCHOOL,4,2015,Female,65,337.0,3.0,4.6,12.0,18.5,16.0,24.6,34.0,52.3,50.0,76.9
24Q290,ACE ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS,3,2016,Male,32,324.0,3.0,9.4,10.0,31.3,14.0,43.8,5.0,15.6,19.0,59.4
09X232,IS 232,8,2014,Male,98,268.0,62.0,63.3,30.0,30.6,5.0,5.1,1.0,1.0,6.0,6.1
17K181,PS 181 BROOKLYN,All Grades,2014,Male,307,288.0,138.0,45.0,127.0,41.4,37.0,12.1,5.0,1.6,42.0,13.7
12X286,FANNIE LOU HAMER MIDDLE SCHOOL,7,2016,Female,45,291.0,17.0,37.8,20.0,44.4,7.0,15.6,1.0,2.2,8.0,17.8
17K484,RONALD EDMONDS LEARNING CENTER II,6,2013,Male,23,280.0,13.0,56.5,8.0,34.8,2.0,8.7,0.0,0.0,2.0,8.7
07X030,PS 030 WILTON,5,2015,Female,37,284.0,18.0,48.6,16.0,43.2,3.0,8.1,0.0,0.0,3.0,8.1
28Q332,REDWOOD MIDDLE SCHOOL,All Grades,2016,Male,103,285.0,43.0,41.7,44.0,42.7,15.0,14.6,1.0,1.0,16.0,15.5
16K040,PS 040 GEORGE W CARVER,5,2016,Female,12,301.0,4.0,33.3,3.0,25.0,5.0,41.7,0.0,0.0,5.0,41.7
01M019,PS 019 ASHER LEVY,4,2014,Male,18,299.0,6.0,33.3,7.0,38.9,4.0,22.2,1.0,5.6,5.0,27.8
02M655,LIFE SCIENCES SECONDARY SCHOOL,8,2017,Male,11,,,,,,,,,,,
31R049,IS 49 BERTA A DREYFUS,7,2015,Female,130,286.0,62.0,47.7,42.0,32.3,24.0,18.5,2.0,1.5,26.0,20.0
23K150,PS 150 CHRISTOPHER,All Grades,2017,Female,40,275.0,26.0,65.0,13.0,32.5,1.0,2.5,0.0,0.0,1.0,2.5
04M171,PS 171 PATRICK HENRY,7,2016,Female,52,330.0,1.0,1.9,13.0,25.0,25.0,48.1,13.0,25.0,38.0,73.1
04M825,ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,6,2014,Male,59,276.0,32.0,54.2,23.0,39.0,3.0,5.1,1.0,1.7,4.0,6.8
26Q018,PS 018 WINCHESTER,All Grades,2017,Female,167,338.0,9.0,5.4,30.0,18.0,64.0,38.3,64.0,38.3,128.0,76.6
13K287,PS 287 BAILEY K ASHFORD,3,2016,Female,18,284.0,10.0,55.6,6.0,33.3,2.0,11.1,0.0,0.0,2.0,11.1
28Q175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,3,2013,Male,66,302.0,16.0,24.2,26.0,39.4,23.0,34.8,1.0,1.5,24.0,36.4
01M378,CHOOL FOR GLOBAL LEADERS,8,2017,Female,35,313.0,2.0,5.7,12.0,34.3,17.0,48.6,4.0,11.4,21.0,60.0
04M372,ESPERANZA PREPARATORY ACADEMY,8,2017,Male,37,288.0,13.0,35.1,16.0,43.2,7.0,18.9,1.0,2.7,8.0,21.6
27Q047,PS 047 CHRIS GALAS,6,2017,Male,8,,,,,,,,,,,
29Q192,IS 192 THE LINDEN,6,2014,Female,63,286.0,25.0,39.7,32.0,50.8,4.0,6.3,2.0,3.2,6.0,9.5
15K130,PS 130 THE PARKSIDE,5,2014,Male,48,311.0,11.0,22.9,19.0,39.6,10.0,20.8,8.0,16.7,18.0,37.5
28Q284,YORK EARLY COLLEGE ACADEMY,All Grades,2016,Female,158,324.0,3.0,1.9,48.0,30.4,73.0,46.2,34.0,21.5,107.0,67.7
18K276,PS 276 LOUIS MARSHALL,All Grades,2013,Male,198,288.0,97.0,49.0,76.0,38.4,22.0,11.1,3.0,1.5,25.0,12.6
20K102,PS 102 THE BAYVIEW,All Grades,2013,Female,297,316.0,53.0,17.8,109.0,36.7,86.0,29.0,49.0,16.5,135.0,45.5
23K697,TEACHERS PREPARATORY HS,7,2013,Female,16,292.0,5.0,31.3,11.0,68.8,0.0,0.0,0.0,0.0,0.0,0.0
06M366,WASHINGTON HEIGHTS ACADEMY,3,2017,Male,23,316.0,4.0,17.4,10.0,43.5,7.0,30.4,2.0,8.7,9.0,39.1
31R042,PS 042 ELTINGVILLE,4,2016,Male,66,311.0,10.0,15.2,25.0,37.9,22.0,33.3,9.0,13.6,31.0,47.0
12X150,PS 150 CHARLES JAMES FOX,4,2015,Male,78,282.0,43.0,55.1,24.0,30.8,10.0,12.8,1.0,1.3,11.0,14.1
18K268,PS 268 EMMA LAZARUS,3,2014,Female,36,294.0,16.0,44.4,10.0,27.8,10.0,27.8,0.0,0.0,10.0,27.8
21K098,IS 98 BAY ACADEMY,8,2016,Female,249,339.0,1.0,0.4,29.0,11.6,101.0,40.6,118.0,47.4,219.0,88.0
01M134,PS 134 HENRIETTA SZOLD,3,2013,Female,27,292.0,12.0,44.4,12.0,44.4,3.0,11.1,0.0,0.0,3.0,11.1
31R035,PS 35 THE CLOVE VALLEY SCHOOL,All Grades,2017,Male,100,338.0,0.0,0.0,13.0,13.0,50.0,50.0,37.0,37.0,87.0,87.0
03M859,PECIAL MUSIC SCHOOL,4,2014,Male,8,335.0,0.0,0.0,0.0,0.0,6.0,75.0,2.0,25.0,8.0,100.0
28Q040,PS 040 SAMUEL HUNTINGTON,3,2016,Female,53,287.0,33.0,62.3,10.0,18.9,9.0,17.0,1.0,1.9,10.0,18.9
09X443,THE FAMILY SCHOOL,5,2015,Male,40,271.0,25.0,62.5,11.0,27.5,3.0,7.5,1.0,2.5,4.0,10.0
03M208,PS 208 ALAIN L LOCKE,4,2013,Female,21,287.0,10.0,47.6,9.0,42.9,2.0,9.5,0.0,0.0,2.0,9.5
12X196,PS 196,All Grades,2014,Female,201,293.0,84.0,41.8,74.0,36.8,37.0,18.4,6.0,3.0,43.0,21.4
06M314,MUSCOTA,5,2014,Female,15,300.0,5.0,33.3,6.0,40.0,4.0,26.7,0.0,0.0,4.0,26.7
02M003,PS 003 CHARRETTE SCHOOL,All Grades,2017,Male,166,323.0,18.0,10.8,40.0,24.1,73.0,44.0,35.0,21.1,108.0,65.1
09X218,PSIS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,6,2014,Male,50,300.0,7.0,14.0,34.0,68.0,6.0,12.0,3.0,6.0,9.0,18.0
17K091,PS 091 THE ALBANY AVENUE SCHOOL,All Grades,2017,Male,71,291.0,29.0,40.8,21.0,29.6,16.0,22.5,5.0,7.0,21.0,29.6
15K676,RED HOOK NEIGHBORHOOD SCHOOL,4,2013,Male,21,253.0,17.0,81.0,3.0,14.3,1.0,4.8,0.0,0.0,1.0,4.8
13K305,PS 305 DR PETER RAY,3,2013,Female,22,273.0,19.0,86.4,3.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,7,2017,Male,36,295.0,14.0,38.9,13.0,36.1,8.0,22.2,1.0,2.8,9.0,25.0
31R072,IS 072 ROCCO LAURIE,7,2014,Male,197,294.0,64.0,32.5,87.0,44.2,37.0,18.8,9.0,4.6,46.0,23.4
20K205,PS 205 CLARION,4,2016,Female,76,316.0,12.0,15.8,20.0,26.3,25.0,32.9,19.0,25.0,44.0,57.9
02M290,PS 290 MANHATTAN NEW SCHOOL,5,2013,Male,50,328.0,2.0,4.0,16.0,32.0,19.0,38.0,13.0,26.0,32.0,64.0
02M289,IS 289,All Grades,2017,Male,125,320.0,7.0,5.6,42.0,33.6,52.0,41.6,24.0,19.2,76.0,60.8
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,All Grades,2017,Female,132,324.0,5.0,3.8,46.0,34.8,48.0,36.4,33.0,25.0,81.0,61.4
08X304,PS 304 EARLY CHILDHOOD SCHOOL,5,2013,Male,36,311.0,2.0,5.6,20.0,55.6,11.0,30.6,3.0,8.3,14.0,38.9
