DBN,LOCATION NAME,LOCATION CATEGORY,ADMINISTRATIVE DISTRICT,AMERICAN INDIAN/ALASKAN NATIVE STUDENTS With 2 or More Suspensions or Removals,ASIAN STUDENTS With 2 or More Suspensions or Removals,BLACK STUDENTS With 2 or More Suspensions or Removals,HISPANIC STUDENTS With 2 or More Suspensions or Removals,WHITE STUDENTS With 2 or More Suspensions or Removals,MULTI-RACIAL STUDENTS With 2 or More Suspensions or Removals,UNKNOWN STUDENTS With 2 or More Suspensions or Removals,TOTAL STUDENTS With 2 or More Suspensions or Removals
31R049,I.S. 49 Berta A. Dreyfus,Junior High-Intermediate-Middle,31,*,*,27,7,*,*,*,40
31R050,P.S. 050 Frank Hankinson,Elementary,31,*,*,*,*,*,*,*,*
31R051,I.S. 051 Edwin Markham,Junior High-Intermediate-Middle,31,*,*,24,10,*,*,*,38
31R052,P.S. 052 John C. Thompson,Elementary,31,*,*,*,*,*,*,*,*
31R053,P.S. 053 The Barbara Esselborn School,Elementary,31,*,*,*,*,*,*,*,*
31R054,P.S. 054 Charles W. Leng,Elementary,31,*,*,*,*,*,*,*,*
31R055,P.S. 055 Henry M. Boehm,Elementary,31,*,*,*,*,*,*,*,*
31R056,P.S. 56 The Louis Desario School,Elementary,31,*,*,*,*,*,*,*,*
31R057,P.S. 057 Hubert H. Humphrey,Elementary,31,*,*,*,*,*,*,*,6
31R058,Space Shuttle Columbia School,Elementary,31,*,*,*,*,*,*,*,*
31R059,The Harbor View School,Elementary,31,*,*,*,*,*,*,*,*
31R060,P.S. 060 Alice Austen,Elementary,31,*,*,*,*,*,*,*,6
31R061,I.S. 061 William A Morris,Junior High-Intermediate-Middle,31,*,*,32,12,*,*,*,50
31R062,The Kathleen Grimm School for Leadership and Susta,Elementary,31,*,*,*,*,*,*,*,*
31R063,Marsh Avenue School for Expeditionary Learning,Junior High-Intermediate-Middle,31,*,*,*,*,*,*,*,*
31R064,Gaynor McCown Expeditionary Learning School,High school,31,*,*,*,*,*,*,*,*
31R065,P.S. 65 The Academy of Innovative Learning,Elementary,31,*,*,*,*,*,*,*,*
31R066,The Richmond Pre-K Center,District Pre-K Center,31,*,*,*,*,*,*,*,*
31R069,P.S. 069 Daniel D. Tompkins,Elementary,31,*,*,*,*,*,*,*,*
31R072,I.S. 072 Rocco Laurie,Junior High-Intermediate-Middle,31,*,*,*,10,16,*,*,34
31R074,P.S. 74 Future Leaders Elementary School,Elementary,31,*,*,*,*,*,*,*,*
31R075,I.S. 075 Frank D. Paulo,Junior High-Intermediate-Middle,31,*,*,*,*,*,*,*,*
31R078,P.S. 78,Elementary,31,*,*,26,*,*,*,*,33
31R080,The Michael J. Petrides School,K-12 all grades,31,*,*,*,*,*,*,*,*
31R440,New Dorp High School,High school,31,*,*,27,10,11,*,*,49
31R444,Home Schooling,Central-HQ-Citywide,31,*,*,*,*,*,*,*,*
31R445,Port Richmond High School,High school,31,*,*,8,*,*,*,*,13
31R450,Curtis High School,High school,31,*,*,13,*,*,*,*,16
31R455,Tottenville High School,High school,31,*,*,*,*,*,*,*,68
31R460,Susan E. Wagner High School,High school,31,*,*,31,34,19,*,*,85
31R470,Concord High School,High school,31,*,*,*,*,*,*,*,*
31R600,Ralph R. McKee Career and Technical Education High,High school,31,*,*,10,7,*,*,*,20
31R605,Staten Island Technical High School,High school,31,*,*,*,*,*,*,*,*
31R607,Staten Island Yabc,High school,31,*,*,*,*,*,*,*,*
31R861,Staten Island School of Civic Leadership,K-8,31,*,*,9,6,*,*,*,16
31R901,New Dorp Evening Hs M/W,Ungraded,31,*,*,*,*,*,*,*,*
32K045,P.S./I.S. 045 Horace E. Greene,K-8,32,*,*,*,*,*,*,*,*
32K075,P.S. 075 Mayda Cortiella,Elementary,32,*,*,*,*,*,*,*,*
32K086,P.S. 086 The Irvington,Elementary,32,*,*,*,*,*,*,*,*
32K106,P.S. 106 Edward Everett Hale,Elementary,32,*,*,*,*,*,*,*,*
32K116,P.S. 116 Elizabeth L Farrell,Elementary,32,*,*,*,*,*,*,*,*
32K123,P.S. 123 Suydam,Elementary,32,*,*,*,*,*,*,*,*
32K145,P.S. 145 Andrew Jackson,Elementary,32,*,*,*,*,*,*,*,*
32K151,P.S. 151 Lyndon B. Johnson,Elementary,32,*,*,*,*,*,*,*,*
32K162,J.H.S. 162 The Willoughby,Junior High-Intermediate-Middle,32,*,*,*,*,*,*,*,*
32K168,The Brooklyn School for Math and Research,High school,32,*,*,*,*,*,*,*,*
32K274,P.S. 274 Kosciusko,Elementary,32,*,*,*,*,*,*,*,*
32K291,J.H.S. 291 Roland Hayes,Junior High-Intermediate-Middle,32,*,*,*,*,*,*,*,*
32K299,P.S. 299 Thomas Warren Field,Elementary,32,*,*,*,*,*,*,*,*
32K347,I.S. 347 School of Humanities,Junior High-Intermediate-Middle,32,*,*,*,*,*,*,*,*
32K349,"I.S. 349 Math, Science & Tech.",Junior High-Intermediate-Middle,32,*,*,*,*,*,*,*,6
32K376,P.S. 376,Elementary,32,*,*,*,*,*,*,*,*
32K377,P.S. 377 Alejandrina B. De Gautier,K-8,32,*,*,*,*,*,*,*,*
32K383,J.H.S. 383 Philippa Schuyler,Junior High-Intermediate-Middle,32,*,*,29,*,*,*,*,35
32K384,P.S. /I.S. 384 Frances E. Carter,K-8,32,*,*,*,*,*,*,*,*
32K403,Academy for Environmental Leadership,High school,32,*,*,*,*,*,*,*,9
32K444,Home Schooling,Central-HQ-Citywide,32,*,*,*,*,*,*,*,*
32K545,EBC High School for Public Service - Bushwick,High school,32,*,*,*,*,*,*,*,6
32K549,Bushwick School for Social Justice,High school,32,*,*,*,13,*,*,*,18
32K552,Academy of Urban Planning,High school,32,*,*,*,*,*,*,*,*
32K554,All City Leadership Secondary School,Secondary School,32,*,*,*,*,*,*,*,*
32K556,Bushwick Leaders High School for Academic Excellen,High school,32,*,*,*,*,*,*,*,20
32K562,Evergreen Middle School for Urban Exploration,Junior High-Intermediate-Middle,32,*,*,*,*,*,*,*,*
32K564,Bushwick Community High School,High school,32,*,*,*,*,*,*,*,*
75K004,P.S. K004,Elementary,75,*,*,*,*,*,*,*,*
75K036,P.S. 36,K-12 all grades,75,*,*,*,*,*,*,*,*
75K053,P.S. K053,K-12 all grades,75,*,*,*,*,*,*,*,*
75K077,P.S. K077,K-12 all grades,75,*,*,*,*,*,*,*,*
75K140,P.S. K140,K-8,75,*,*,*,*,*,*,*,*
75K141,P.S. K141,K-12 all grades,75,*,*,*,*,*,*,*,*
75K231,P.S. K231,K-8,75,*,*,*,*,*,*,*,*
75K368,P.S. 368,K-12 all grades,75,*,*,*,*,*,*,*,*
75K369,P.S. K369 - Coy L. Cox School,K-12 all grades,75,*,*,*,*,*,*,*,*
75K370,P.S. 370,K-12 all grades,75,*,*,*,*,*,*,*,*
75K371,P.S. 371 - Lillian L. Rashkis,High school,75,*,*,*,*,*,*,*,6
75K372,P.S. 372 -The Children's School,Elementary,75,*,*,*,*,*,*,*,*
75K373,P.S. 373 - Brooklyn Transition Center,High school,75,*,*,*,*,*,*,*,*
75K396,P.S. K396,K-8,75,*,*,*,*,*,*,*,*
75K403,Hospital Schools - Brooklyn,Ungraded,75,*,*,*,*,*,*,*,*
75K444,Home Schooling,Central-HQ-Citywide,97,*,*,*,*,*,*,*,*
75K503,Home Instruction - Brooklyn,Ungraded,75,*,*,*,*,*,*,*,*
CITYWIDE,,,,81,279,4802,3230,685,43,19,9139
75K721,P.S. K721 - Brooklyn Occupational Training Center,High school,75,*,*,*,*,*,*,*,*
75K753,P.S. K753 - School for Career Development,High school,75,*,*,*,*,*,*,*,*
75K771,P.S. K771,K-12 all grades,75,*,*,*,*,*,*,*,*
75K811,P.S. K811 Connie Lekas School,Secondary School,75,*,*,*,*,*,*,*,*
75M035,P.S. 035,K-12 all grades,75,*,*,*,*,*,*,*,*
75M079,P.S. M079 - Horan School,Secondary School,75,*,*,*,*,*,*,*,*
75M094,P.S. M094,K-12 all grades,75,*,*,*,*,*,*,*,*
75M138,P.S. 138,K-12 all grades,75,*,*,*,*,*,*,*,*
75M169,P.S. M169 - Robert F. Kennedy,K-12 all grades,75,*,*,*,*,*,*,*,*
75M226,P.S. M226,K-12 all grades,75,*,*,*,*,*,*,*,*
75M401,Hospital Schools,K-12 all grades,75,*,*,*,*,*,*,*,*
75M444,Home Schooling,Central-HQ-Citywide,75,*,*,*,*,*,*,*,*
75M501,Home Instruction,K-12 all grades,75,*,*,*,*,*,*,*,*
75M721,P.S. M721 - Manhattan Occupational Training Center,Secondary School,75,*,*,*,*,*,*,*,*
75M751,Manhattan School for Career Development,High school,75,*,*,*,*,*,*,*,*
75M811,P.S. M811 - Mickey Mantle School,K-8,75,*,*,*,*,*,*,*,*
75Q004,P.S. Q004,K-8,75,*,*,*,*,*,*,*,*
75Q009,P.S. 009,K-8,75,*,*,*,*,*,*,*,*
75Q023,P.S. Q023 @ Queens Children Center,K-12 all grades,75,*,*,*,*,*,*,*,*
75Q075,Robert E. Peary School,K-8,75,*,*,*,*,*,*,*,*
75Q177,P.S. Q177,K-12 all grades,75,*,*,*,*,*,*,*,*
75Q224,P.S. Q224,K-8,75,*,*,*,*,*,*,*,*
75Q233,P.S. Q233,K-12 all grades,75,*,*,*,*,*,*,*,*
75Q255,P.S. Q255,K-12 all grades,75,*,*,*,*,*,*,*,*
75Q256,P.S. Q256,K-12 all grades,75,*,*,*,*,*,*,*,*
75Q277,The Riverview School,K-12 all grades,75,*,*,*,*,*,*,*,*
75Q404,Hospital Schools - Queens,Ungraded,75,*,*,*,*,*,*,*,*
75Q444,Home Schooling,Central-HQ-Citywide,75,*,*,*,*,*,*,*,*
75Q504,Home Instruction - Queen,Ungraded,75,*,*,*,*,*,*,*,*
75Q721,John F. Kennedy Jr. School,High school,75,*,*,*,*,*,*,*,*
75Q752,Queens Transition Center,High school,75,*,*,13,*,*,*,*,18
75Q811,P.S. Q811,K-12 all grades,75,*,*,*,*,*,*,*,*
75Q993,P.S. Q993,K-12 all grades,75,*,*,*,*,*,*,*,*
75R025,South Richmond High School I.S./P.S. 25,K-12 all grades,75,*,*,*,*,*,*,*,*
75R037,P.S. R037,K-12 all grades,75,*,*,*,*,*,*,*,*
75R373,P.S. R373,K-8,75,*,*,*,*,*,*,*,*
75R405,Hospital Schools - Staten Island,Ungraded,75,*,*,*,*,*,*,*,*
75R444,Home Schooling,Central-HQ-Citywide,75,*,*,*,*,*,*,*,*
75R505,Home Instruction - S.I.,Ungraded,75,*,*,*,*,*,*,*,*
75R721,The Richard H. Hungerford School,Secondary School,75,*,*,*,*,*,*,*,*
75X010,P.S. X010,K-12 all grades,75,*,*,*,*,*,*,*,*
75X012,P.S. X012 Lewis and Clark School,Secondary School,75,*,*,*,*,*,*,*,*
75X017,P.S. X017,K-8,75,*,*,*,*,*,*,*,*
75X168,P.S. 168,K-12 all grades,75,*,*,*,*,*,*,*,*
75X176,P.S. X176,K-12 all grades,75,*,*,*,*,*,*,*,*
75X186,P186X Walter J. Damrosch School,K-12 all grades,75,*,*,*,*,*,*,*,*
75X188,P.S. X188,K-12 all grades,75,*,*,*,*,*,*,*,*
75X352,The Vida Bogart School for All Children,K-8,75,*,*,*,*,*,*,*,*
75X402,Hospital Schools - Bronx,Ungraded,75,*,*,*,*,*,*,*,*
75X444,Home Schooling,Central-HQ-Citywide,75,*,*,*,*,*,*,*,*
75X469,P469X - The Bronx School for Continuous Learners,Elementary,75,*,*,*,*,*,*,*,*
75X502,Home Instruction - Bronx,Ungraded,75,*,*,*,*,*,*,*,*
75X721,P.S. X721 - Stephen McSweeney School,High school,75,*,*,*,*,*,*,*,*
75X723,P.S. 723,K-12 all grades,75,*,*,*,*,*,*,*,*
75X754,J. M. Rapport School Career Development,High school,75,*,*,*,*,*,*,*,*
75X811,P.S. X811,Secondary School,75,*,*,*,*,*,*,*,*
79K755,Adult and Continuing Education,High school,79,*,*,*,*,*,*,*,*
79M645,School for Cooperative Technical Education,High school,79,*,*,*,*,*,*,*,*
79M921,District 79 Youth Justice and Treatment Programs T,Central-HQ-Citywide,79,*,*,*,*,*,*,*,*
79M973,Restart Academy,Ungraded,79,*,*,*,*,*,*,*,*
79M984,LYFE,Ungraded,79,*,*,*,*,*,*,*,*
79Q344,East River Academy,High school,79,*,*,*,*,*,*,*,*
79Q950,Pathways to Graduation,High school,79,*,*,*,*,*,*,*,*
79X490,Phoenix Academy,High school,79,*,*,*,*,*,*,*,*
